cluster,month,hist_norm
296,11,4.7824826
296,12,4.762883
297,1,4.849646
297,2,4.8952456
297,3,4.918584
297,4,4.966744
297,5,4.901787
297,6,4.8841558
297,7,4.843256
297,8,4.8371177
297,9,4.829917
297,10,4.811827
297,11,4.812982
297,12,4.864177
298,1,4.762106
298,2,4.774103
298,3,4.810156
298,4,4.8800616
298,5,4.8699355
298,6,4.8672543
298,7,4.835497
298,8,4.817154
298,9,4.834053
298,10,4.840573
298,11,4.8237853
298,12,4.8178616
299,1,4.726791
299,2,4.742887
299,3,4.7859807
299,4,4.844797
299,5,4.8551345
299,6,4.8643622
299,7,4.834694
299,8,4.829224
299,9,4.8247547
299,10,4.8144517
299,11,4.77123
299,12,4.745247
300,1,4.7324214
300,2,4.7573667
300,3,4.8035665
300,4,4.8686028
300,5,4.8760943
300,6,4.8660607
300,7,4.825542
300,8,4.825926
300,9,4.83029
300,10,4.81273
300,11,4.7626085
300,12,4.770865
301,1,4.6959186
301,2,4.7420564
301,3,4.77476
301,4,4.8509464
301,5,4.785107
301,6,4.8121877
301,7,4.7943654
301,8,4.782667
301,9,4.7822747
301,10,4.7730336
301,11,4.799799
301,12,4.7966266
302,1,4.8327446
302,2,4.850547
302,3,4.8698106
302,4,4.9381995
302,5,4.9066176
302,6,4.881996
302,7,4.8476877
302,8,4.835019
302,9,4.844058
302,10,4.8237696
302,11,4.8285494
302,12,4.8367276
303,1,4.8038993
303,2,4.808756
303,3,4.861241
303,4,4.9167466
303,5,4.887633
303,6,4.8682523
303,7,4.8304014
303,8,4.8200483
303,9,4.8289275
303,10,4.809847
303,11,4.7695513
303,12,4.7915907
304,1,4.7136254
304,2,4.7525077
304,3,4.782044
304,4,4.8646207
304,5,4.8511043
304,6,4.848588
304,7,4.8158135
304,8,4.8079076
304,9,4.819967
304,10,4.790382
304,11,4.7674894
304,12,4.771879
305,1,4.797335
305,2,4.786416
305,3,4.8258014
305,4,4.8936377
305,5,4.8834763
305,6,4.8661923
305,7,4.8437147
305,8,4.8311014
305,9,4.8418884
305,10,4.8090324
305,11,4.8025656
305,12,4.7569203
306,1,4.8302016
306,2,4.8349876
306,3,4.8369555
306,4,4.9235177
306,5,4.8949547
306,6,4.866332
306,7,4.827508
306,8,4.825532
306,9,4.8243585
306,10,4.797101
306,11,4.7842326
306,12,4.7957516
307,1,4.7451067
307,2,4.7991333
307,3,4.8195057
307,4,4.8869047
307,5,4.866816
307,6,4.85683
307,7,4.8208966
307,8,4.8163967
307,9,4.815803
307,10,4.7967653
307,11,4.779298
307,12,4.8068037
308,1,4.8484783
308,2,4.894965
308,3,4.8570404
308,4,4.9235263
308,5,4.8804817
308,6,4.8319807
308,7,4.8122478
308,8,4.7982674
308,9,4.801687
308,10,4.789443
308,11,4.8108163
308,12,4.8677907
309,1,4.775419
309,2,4.7714114
309,3,4.828741
309,4,4.8951697
309,5,4.885058
309,6,4.8668876
309,7,4.8299665
309,8,4.826597
309,9,4.8273644
309,10,4.80833
309,11,4.775225
309,12,4.7767177
310,1,4.8258276
310,2,4.7952952
310,3,4.848592
310,4,4.9301906
310,5,4.9121675
310,6,4.8880935
310,7,4.849999
310,8,4.838723
310,9,4.8415365
310,10,4.827782
310,11,4.857144
310,12,4.8735228
311,1,4.7698026
311,2,4.794947
311,3,4.8385825
311,4,4.891059
311,5,4.8745794
311,6,4.855375
311,7,4.8179927
311,8,4.819667
311,9,4.8117085
311,10,4.7978935
311,11,4.757732
311,12,4.768287
312,1,4.772491
312,2,4.7968707
312,3,4.83382
312,4,4.900112
312,5,4.8967614
312,6,4.8745623
312,7,4.837357
312,8,4.820979
312,9,4.844214
312,10,4.832712
312,11,4.85313
312,12,4.8445587
313,1,4.720849
313,2,4.741309
313,3,4.766186
313,4,4.831686
313,5,4.8417625
313,6,4.8367195
313,7,4.8187785
313,8,4.8314505
313,9,4.825967
313,10,4.8299203
313,11,4.793519
313,12,4.748983
314,1,4.711241
314,2,4.736912
314,3,4.74929
314,4,4.817919
314,5,4.840632
314,6,4.8385873
314,7,4.8319116
314,8,4.8176246
314,9,4.833457
314,10,4.8124714
314,11,4.7700357
314,12,4.737509
315,1,4.756469
315,2,4.77496
315,3,4.828612
315,4,4.8901772
315,5,4.8803773
315,6,4.86284
315,7,4.8388286
315,8,4.81988
315,9,4.829725
315,10,4.8135157
315,11,4.8047404
315,12,4.820754
316,1,4.713927
316,2,4.759546
316,3,4.763893
316,4,4.8270984
316,5,4.856115
316,6,4.842119
316,7,4.83663
316,8,4.8206444
316,9,4.836783
316,10,4.8098893
316,11,4.7781615
316,12,4.7359657
317,1,4.75574
317,2,4.7522054
317,3,4.813719
317,4,4.8632135
317,5,4.8699207
317,6,4.8649836
317,7,4.833344
317,8,4.8228264
317,9,4.8364544
317,10,4.810414
317,11,4.779614
317,12,4.7622952
318,1,4.744877
318,2,4.745672
318,3,4.8242087
318,4,4.855717
318,5,4.884052
318,6,4.865381
318,7,4.8332033
318,8,4.8268557
318,9,4.830832
318,10,4.817272
318,11,4.7746696
318,12,4.761258
319,1,4.7682004
319,2,4.7813606
319,3,4.8271775
319,4,4.891697
319,5,4.8820615
319,6,4.8657327
319,7,4.835759
319,8,4.811294
319,9,4.8327723
319,10,4.823796
319,11,4.8340125
319,12,4.835156
320,1,4.747563
320,2,4.7680283
320,3,4.81611
320,4,4.877022
320,5,4.873817
320,6,4.858592
320,7,4.830125
320,8,4.8317785
320,9,4.8195786
320,10,4.8120637
320,11,4.7685986
320,12,4.7631183
321,1,4.789829
321,2,4.7804704
321,3,4.8498917
321,4,4.9226727
321,5,4.885715
321,6,4.8733172
321,7,4.832992
321,8,4.820436
321,9,4.840439
321,10,4.8301015
321,11,4.848773
321,12,4.84493
322,1,4.7267885
322,2,4.7429276
322,3,4.7676687
322,4,4.8292146
322,5,4.8567095
322,6,4.848927
322,7,4.8303647
322,8,4.816838
322,9,4.8316393
322,10,4.818175
322,11,4.7893586
322,12,4.741119
323,1,4.737202
323,2,4.749695
323,3,4.7998366
323,4,4.8479223
323,5,4.8702054
323,6,4.8651543
323,7,4.8296094
323,8,4.827585
323,9,4.8257327
323,10,4.817493
323,11,4.77374
323,12,4.7617664
324,1,4.8094425
324,2,4.7909994
324,3,4.843839
324,4,4.906515
324,5,4.896047
324,6,4.873391
324,7,4.8310184
324,8,4.8273125
324,9,4.8331475
324,10,4.8101673
324,11,4.794146
324,12,4.8050117
325,1,4.7102275
325,2,4.7113733
325,3,4.778849
325,4,4.850669
325,5,4.830472
325,6,4.845676
325,7,4.8261333
325,8,4.81134
325,9,4.808163
325,10,4.795032
325,11,4.7532635
325,12,4.7883334
326,1,4.8619213
326,2,4.8467937
326,3,4.906022
326,4,4.941607
326,5,4.9063888
326,6,4.894871
326,7,4.850307
326,8,4.8375926
326,9,4.8458548
326,10,4.820748
326,11,4.820284
326,12,4.8557134
327,1,4.7371097
327,2,4.7412724
327,3,4.7834167
327,4,4.842182
327,5,4.8526883
327,6,4.8546596
327,7,4.8334227
327,8,4.8220153
327,9,4.8282127
327,10,4.807612
327,11,4.7805753
327,12,4.752889
328,1,4.751754
328,2,4.7440653
328,3,4.8168807
328,4,4.860875
328,5,4.873006
328,6,4.863504
328,7,4.836326
328,8,4.83169
328,9,4.828988
328,10,4.817817
328,11,4.780257
328,12,4.7559853
329,1,4.7127414
329,2,4.7436643
329,3,4.7681065
329,4,4.836637
329,5,4.8585825
329,6,4.842831
329,7,4.8343425
329,8,4.823298
329,9,4.838239
329,10,4.8108444
329,11,4.7848964
329,12,4.75574
330,1,4.7111807
330,2,4.7279873
330,3,4.7420006
330,4,4.8095746
330,5,4.8297415
330,6,4.8299594
330,7,4.829332
330,8,4.819142
330,9,4.83767
330,10,4.8199897
330,11,4.7672696
330,12,4.736512
331,1,4.790243
331,2,4.793349
331,3,4.8130608
331,4,4.8851423
331,5,4.8866153
331,6,4.8799214
331,7,4.8382792
331,8,4.8380337
331,9,4.8457847
331,10,4.8122797
331,11,4.787094
331,12,4.770946
332,1,4.7605305
332,2,4.7722898
332,3,4.812788
332,4,4.872535
332,5,4.887392
332,6,4.8679304
332,7,4.8408246
332,8,4.8325434
332,9,4.841787
332,10,4.8218474
332,11,4.787653
332,12,4.753809
333,1,4.7525597
333,2,4.7615333
333,3,4.8006444
333,4,4.86852
333,5,4.8731575
333,6,4.861831
333,7,4.827969
333,8,4.8230395
333,9,4.82138
333,10,4.8109765
333,11,4.7713966
333,12,4.770627
334,1,4.834369
334,2,4.851626
334,3,4.867631
334,4,4.9417048
334,5,4.907565
334,6,4.8818116
334,7,4.8467445
334,8,4.8488708
334,9,4.847876
334,10,4.8332644
334,11,4.836813
334,12,4.864622
335,1,4.731599
335,2,4.729476
335,3,4.794766
335,4,4.8662267
335,5,4.8416023
335,6,4.8598332
335,7,4.82827
335,8,4.814991
335,9,4.818487
335,10,4.803048
335,11,4.7619257
335,12,4.7820635
336,1,4.7284627
336,2,4.745845
336,3,4.777827
336,4,4.844489
336,5,4.8584886
336,6,4.8506455
336,7,4.8362517
336,8,4.8198566
336,9,4.8200665
336,10,4.812339
336,11,4.7853765
336,12,4.7539835
337,1,4.7577066
337,2,4.788401
337,3,4.794763
337,4,4.895464
337,5,4.8754916
337,6,4.834433
337,7,4.815487
337,8,4.7982707
337,9,4.806028
337,10,4.7986083
337,11,4.8023486
337,12,4.854924
338,1,4.784291
338,2,4.8145914
338,3,4.831303
338,4,4.909032
338,5,4.876097
338,6,4.875942
338,7,4.8469176
338,8,4.836623
338,9,4.838836
338,10,4.813309
338,11,4.8001466
338,12,4.77325
339,1,4.7195063
339,2,4.7427373
339,3,4.7696943
339,4,4.8379292
339,5,4.857294
339,6,4.841185
339,7,4.8368487
339,8,4.824339
339,9,4.8374248
339,10,4.8165283
339,11,4.768412
339,12,4.7522497
340,1,4.825144
340,2,4.816506
340,3,4.844917
340,4,4.90959
340,5,4.8842344
340,6,4.880045
340,7,4.83157
340,8,4.8237576
340,9,4.8231964
340,10,4.8040714
340,11,4.7824497
340,12,4.7947574
341,1,4.7141757
341,2,4.736363
341,3,4.761862
341,4,4.819489
341,5,4.840873
341,6,4.8210897
341,7,4.824345
341,8,4.8214784
341,9,4.8208303
341,10,4.7990837
341,11,4.7716336
341,12,4.7314243
342,1,4.8484645
342,2,4.8529034
342,3,4.8722763
342,4,4.9575176
342,5,4.900978
342,6,4.881873
342,7,4.8578444
342,8,4.8404846
342,9,4.8441443
342,10,4.8325534
342,11,4.83569
342,12,4.864899
343,1,4.7101703
343,2,4.7421684
343,3,4.7669535
343,4,4.8246336
343,5,4.8508673
343,6,4.8341036
343,7,4.831233
343,8,4.8277397
343,9,4.838613
343,10,4.8138885
343,11,4.7831507
343,12,4.744098
344,1,4.7630305
344,2,4.7699747
344,3,4.7996364
344,4,4.872901
344,5,4.8760185
344,6,4.8743367
344,7,4.8289127
344,8,4.825505
344,9,4.829055
344,10,4.8084455
344,11,4.7772794
344,12,4.768588
345,1,4.7586646
345,2,4.811022
345,3,4.859692
345,4,4.8964524
345,5,4.8830166
345,6,4.86341
345,7,4.8395205
345,8,4.8237624
345,9,4.829634
345,10,4.837328
345,11,4.8418775
345,12,4.8650413
346,1,4.771729
346,2,4.765113
346,3,4.8322177
346,4,4.890632
346,5,4.881678
346,6,4.870877
346,7,4.8345604
346,8,4.8313847
346,9,4.8345
346,10,4.812787
346,11,4.774456
346,12,4.761146
347,1,4.702559
347,2,4.734541
347,3,4.7517
347,4,4.8129992
347,5,4.8212442
347,6,4.834199
347,7,4.832674
347,8,4.816341
347,9,4.83289
347,10,4.812242
347,11,4.7721157
347,12,4.725194
348,1,4.813837
348,2,4.8110614
348,3,4.8312893
348,4,4.9108534
348,5,4.8851275
348,6,4.880294
348,7,4.8295603
348,8,4.821386
348,9,4.820063
348,10,4.804281
348,11,4.7872148
348,12,4.806252
349,1,4.7805185
349,2,4.777266
349,3,4.818444
349,4,4.8862967
349,5,4.879116
349,6,4.8588386
349,7,4.8310223
349,8,4.8237267
349,9,4.822522
349,10,4.8112087
349,11,4.771886
349,12,4.770476
350,1,4.8165145
350,2,4.796783
350,3,4.8309183
350,4,4.915592
350,5,4.889523
350,6,4.8659
350,7,4.8205028
350,8,4.821189
350,9,4.8207526
350,10,4.8011837
350,11,4.780461
350,12,4.7966866
351,1,4.823344
351,2,4.8379903
351,3,4.8630667
351,4,4.9272375
351,5,4.884418
351,6,4.8798013
351,7,4.84431
351,8,4.8359437
351,9,4.8382497
351,10,4.8166327
351,11,4.824777
351,12,4.8306527
352,1,4.7357817
352,2,4.7466083
352,3,4.7983127
352,4,4.849427
352,5,4.8754764
352,6,4.858535
352,7,4.8241963
352,8,4.8187523
352,9,4.823448
352,10,4.8068995
352,11,4.7841115
352,12,4.7511706
353,1,4.8217382
353,2,4.7997255
353,3,4.8385324
353,4,4.90589
353,5,4.888373
353,6,4.874816
353,7,4.829839
353,8,4.8230534
353,9,4.825009
353,10,4.806124
353,11,4.778369
353,12,4.785696
354,1,4.79589
354,2,4.801618
354,3,4.833353
354,4,4.889983
354,5,4.893566
354,6,4.874479
354,7,4.8359323
354,8,4.830599
354,9,4.828293
354,10,4.814214
354,11,4.785323
354,12,4.7932324
355,1,4.774666
355,2,4.7741666
355,3,4.829002
355,4,4.8787665
355,5,4.8881493
355,6,4.8665056
355,7,4.834696
355,8,4.828282
355,9,4.8239827
355,10,4.809839
355,11,4.779884
355,12,4.7670183
356,1,4.720991
356,2,4.7571764
356,3,4.800147
356,4,4.840457
356,5,4.8683577
356,6,4.842931
356,7,4.8186073
356,8,4.818983
356,9,4.832483
356,10,4.8280063
356,11,4.7944016
356,12,4.754935
357,1,4.8305593
357,2,4.8474913
357,3,4.881214
357,4,4.9383016
357,5,4.9148936
357,6,4.884095
357,7,4.8651013
357,8,4.8540354
357,9,4.851809
357,10,4.829053
357,11,4.867012
357,12,4.9047356
358,1,4.8471136
358,2,4.861563
358,3,4.868824
358,4,4.9451404
358,5,4.9228477
358,6,4.8836374
358,7,4.8649817
358,8,4.8464494
358,9,4.854432
358,10,4.8225746
358,11,4.858091
358,12,4.887561
359,1,4.76569
359,2,4.729105
359,3,4.8102245
359,4,4.8571124
359,5,4.866412
359,6,4.8612576
359,7,4.834418
359,8,4.826964
359,9,4.831544
359,10,4.813516
359,11,4.7794776
359,12,4.765761
360,1,4.869989
360,2,4.8902793
360,3,4.8806925
360,4,4.970138
360,5,4.925496
360,6,4.8914876
360,7,4.8563423
360,8,4.844232
360,9,4.84627
360,10,4.8248596
360,11,4.8266616
360,12,4.8555064
361,1,4.7649245
361,2,4.7603316
361,3,4.8218036
361,4,4.85031
361,5,4.882775
361,6,4.8740616
361,7,4.8361993
361,8,4.835037
361,9,4.842861
361,10,4.8103523
361,11,4.7871027
361,12,4.764787
362,1,4.811086
362,2,4.8141685
362,3,4.8783307
362,4,4.93081
362,5,4.8988934
362,6,4.881337
362,7,4.848935
362,8,4.8446317
362,9,4.840878
362,10,4.832544
362,11,4.826531
362,12,4.867279
363,1,4.736285
363,2,4.7564006
363,3,4.7820563
363,4,4.8414454
363,5,4.856309
363,6,4.8514266
363,7,4.838699
363,8,4.82013
363,9,4.830009
363,10,4.819637
363,11,4.7984414
363,12,4.7476354
364,1,4.726307
364,2,4.7416964
364,3,4.7946653
364,4,4.8688264
364,5,4.8491373
364,6,4.85337
364,7,4.8148017
364,8,4.813265
364,9,4.81571
364,10,4.79866
364,11,4.772518
364,12,4.783201
365,1,4.886377
365,2,4.9063606
365,3,4.9048767
365,4,4.9726424
365,5,4.9013085
365,6,4.8708158
365,7,4.84382
365,8,4.833594
365,9,4.825927
365,10,4.8112698
365,11,4.8104725
365,12,4.886739
366,1,4.700547
366,2,4.7201967
366,3,4.74766
366,4,4.8116593
366,5,4.8214307
366,6,4.831991
366,7,4.8280163
366,8,4.8154535
366,9,4.839049
366,10,4.8160877
366,11,4.7760468
366,12,4.7347007
367,1,4.7877336
367,2,4.786595
367,3,4.8110957
367,4,4.883769
367,5,4.879399
367,6,4.871264
367,7,4.83949
367,8,4.8340955
367,9,4.843583
367,10,4.8140903
367,11,4.775914
367,12,4.7739525
368,1,4.800087
368,2,4.793033
368,3,4.8188276
368,4,4.8897233
368,5,4.897445
368,6,4.8747444
368,7,4.844158
368,8,4.8296666
368,9,4.8469577
368,10,4.805942
368,11,4.777406
368,12,4.7692075
369,1,4.778059
369,2,4.8027606
369,3,4.8443522
369,4,4.886433
369,5,4.8729753
369,6,4.8611026
369,7,4.8389487
369,8,4.824724
369,9,4.838998
369,10,4.812284
369,11,4.8247814
369,12,4.811729
370,1,4.717576
370,2,4.7352977
370,3,4.7600965
370,4,4.825655
370,5,4.8327074
370,6,4.8416133
370,7,4.833911
370,8,4.826845
370,9,4.8432984
370,10,4.8265185
370,11,4.778441
370,12,4.739472
371,1,4.7087607
371,2,4.7284
371,3,4.7749805
371,4,4.832809
371,5,4.8765144
371,6,4.834666
371,7,4.828249
371,8,4.822315
371,9,4.8364525
371,10,4.8130255
371,11,4.758497
371,12,4.7405443
372,1,4.785559
372,2,4.7746334
372,3,4.8304853
372,4,4.881443
372,5,4.877512
372,6,4.8652153
372,7,4.826667
372,8,4.8238325
372,9,4.8276615
372,10,4.8123064
372,11,4.777846
372,12,4.783747
373,1,4.7832522
373,2,4.7835507
373,3,4.845776
373,4,4.882783
373,5,4.876023
373,6,4.8696713
373,7,4.83168
373,8,4.8237333
373,9,4.822721
373,10,4.818691
373,11,4.771941
373,12,4.778604
374,1,4.776973
374,2,4.8100123
374,3,4.8471932
374,4,4.9007
374,5,4.899452
374,6,4.8715177
374,7,4.834471
374,8,4.825607
374,9,4.8282285
374,10,4.8190203
374,11,4.7890935
374,12,4.7957063
375,1,4.7807283
375,2,4.78407
375,3,4.8079023
375,4,4.879472
375,5,4.8616195
375,6,4.8255777
375,7,4.7968097
375,8,4.7974763
375,9,4.796131
375,10,4.785554
375,11,4.8296185
375,12,4.8461933
376,1,4.7781835
376,2,4.7875085
376,3,4.813363
376,4,4.879905
376,5,4.876195
376,6,4.8610187
376,7,4.824389
376,8,4.8238893
376,9,4.8222394
376,10,4.8169866
376,11,4.777826
376,12,4.7638373
377,1,4.760274
377,2,4.765501
377,3,4.7898226
377,4,4.8704042
377,5,4.8897915
377,6,4.8839316
377,7,4.8452897
377,8,4.828838
377,9,4.8449655
377,10,4.7998767
377,11,4.7986865
377,12,4.7716913
378,1,4.9042444
378,2,4.9086537
378,3,4.893275
378,4,4.9921756
378,5,4.9241905
378,6,4.8890467
378,7,4.8655787
378,8,4.8449125
378,9,4.8453174
378,10,4.816079
378,11,4.840975
378,12,4.8680825
379,1,4.746083
379,2,4.7574754
379,3,4.827317
379,4,4.8670664
379,5,4.8550596
379,6,4.858694
379,7,4.832634
379,8,4.8282547
379,9,4.839711
379,10,4.8224864
379,11,4.801341
379,12,4.811565
380,1,4.81197
380,2,4.7983885
380,3,4.8412333
380,4,4.915815
380,5,4.900439
380,6,4.8652434
380,7,4.832892
380,8,4.8250213
380,9,4.82688
380,10,4.8201785
380,11,4.847058
380,12,4.8666363
381,1,4.686571
381,2,4.728164
381,3,4.742615
381,4,4.803467
381,5,4.8239646
381,6,4.8267384
381,7,4.8321385
381,8,4.8226113
381,9,4.8370867
381,10,4.8181887
381,11,4.785857
381,12,4.740669
382,1,4.7917213
382,2,4.752788
382,3,4.800614
382,4,4.8523088
382,5,4.87472
382,6,4.8751235
382,7,4.8463826
382,8,4.826906
382,9,4.8131685
382,10,4.8005686
382,11,4.7672777
382,12,4.7486477
383,1,4.7057886
383,2,4.7219095
383,3,4.781567
383,4,4.8483605
383,5,4.853995
383,6,4.850336
383,7,4.8295345
383,8,4.8246455
383,9,4.8083572
383,10,4.791137
383,11,4.768541
383,12,4.770483
384,1,4.7724056
384,2,4.7471275
384,3,4.809463
384,4,4.8488626
384,5,4.872836
384,6,4.862738
384,7,4.828113
384,8,4.822811
384,9,4.8179007
384,10,4.815095
384,11,4.77431
384,12,4.7683706
385,1,4.714582
385,2,4.7299533
385,3,4.7688947
385,4,4.8181677
385,5,4.8345685
385,6,4.829335
385,7,4.838317
385,8,4.8263917
385,9,4.8292017
385,10,4.8140225
385,11,4.767991
385,12,4.737011
386,1,4.740485
386,2,4.730527
386,3,4.7848616
386,4,4.852194
386,5,4.872974
386,6,4.86448
386,7,4.834479
386,8,4.828259
386,9,4.825837
386,10,4.8146873
386,11,4.771026
386,12,4.7657223
387,1,4.7377253
387,2,4.760834
387,3,4.788404
387,4,4.88143
387,5,4.8650966
387,6,4.8606834
387,7,4.838601
387,8,4.824063
387,9,4.8469524
387,10,4.8144903
387,11,4.802046
387,12,4.8211126
388,1,4.7473693
388,2,4.7458344
388,3,4.7926064
388,4,4.8617697
388,5,4.8789053
388,6,4.858513
388,7,4.834315
388,8,4.8205543
388,9,4.828416
388,10,4.82026
388,11,4.7725263
388,12,4.7750525
389,1,4.714709
389,2,4.75247
389,3,4.793334
389,4,4.824003
389,5,4.8095455
389,6,4.8287644
389,7,4.8132405
389,8,4.7802725
389,9,4.792418
389,10,4.7711363
389,11,4.7841554
389,12,4.769272
390,1,4.751756
390,2,4.7521625
390,3,4.7862673
390,4,4.8236217
390,5,4.8272424
390,6,4.8332424
390,7,4.812643
390,8,4.8180776
390,9,4.811627
390,10,4.776093
390,11,4.7544274
390,12,4.7165422
391,1,4.792961
391,2,4.815111
391,3,4.815548
391,4,4.8970447
391,5,4.889299
391,6,4.869839
391,7,4.831667
391,8,4.8228817
391,9,4.8305163
391,10,4.809725
391,11,4.7919765
391,12,4.7876544
392,1,4.7946806
392,2,4.8069034
392,3,4.824659
392,4,4.9220304
392,5,4.8875713
392,6,4.8758464
392,7,4.8375306
392,8,4.8401265
392,9,4.8418064
392,10,4.8295975
392,11,4.844688
392,12,4.8652196
393,1,4.7121873
393,2,4.744138
393,3,4.78195
393,4,4.8418455
393,5,4.8596535
393,6,4.8412166
393,7,4.827972
393,8,4.8224387
393,9,4.828905
393,10,4.822069
393,11,4.789738
393,12,4.7497387
394,1,4.774152
394,2,4.8116965
394,3,4.846259
394,4,4.891444
394,5,4.896125
394,6,4.856962
394,7,4.8377438
394,8,4.8245473
394,9,4.8253675
394,10,4.828437
394,11,4.839194
394,12,4.83235
395,1,4.7180886
395,2,4.745112
395,3,4.777876
395,4,4.861466
395,5,4.8518867
395,6,4.856946
395,7,4.8241735
395,8,4.8147173
395,9,4.815786
395,10,4.800778
395,11,4.7685394
395,12,4.7691746
396,1,4.7274756
396,2,4.7415485
396,3,4.7857547
396,4,4.830618
396,5,4.8620157
396,6,4.849683
396,7,4.8321166
396,8,4.820855
396,9,4.8332243
396,10,4.819315
396,11,4.7573495
396,12,4.739212
397,1,4.7016835
397,2,4.719578
397,3,4.7515664
397,4,4.8060236
397,5,4.8210464
397,6,4.832959
397,7,4.833778
397,8,4.8213463
397,9,4.838254
397,10,4.8153405
397,11,4.7690234
397,12,4.7383046
398,1,4.7303967
398,2,4.7556505
398,3,4.8197227
398,4,4.8727007
398,5,4.863592
398,6,4.860193
398,7,4.823081
398,8,4.807906
398,9,4.8168983
398,10,4.80785
398,11,4.7879443
398,12,4.7885776
399,1,4.7589326
399,2,4.734555
399,3,4.8255663
399,4,4.8853135
399,5,4.8744917
399,6,4.8581576
399,7,4.839636
399,8,4.8203683
399,9,4.8321743
399,10,4.8184147
399,11,4.8121657
399,12,4.786911
400,1,4.7697577
400,2,4.7775745
400,3,4.8018126
400,4,4.8877482
400,5,4.883467
400,6,4.875502
400,7,4.8474836
400,8,4.834517
400,9,4.849855
400,10,4.803976
400,11,4.796619
400,12,4.7662077
401,1,4.7779093
401,2,4.784547
401,3,4.839741
401,4,4.878469
401,5,4.9066076
401,6,4.8659153
401,7,4.8308253
401,8,4.823942
401,9,4.8218665
401,10,4.813769
401,11,4.782786
401,12,4.783316
402,1,4.7537007
402,2,4.772326
402,3,4.8249316
402,4,4.875031
402,5,4.865835
402,6,4.869355
402,7,4.8334913
402,8,4.8148193
402,9,4.835274
402,10,4.8214755
402,11,4.8077407
402,12,4.820566
403,1,4.747106
403,2,4.7608542
403,3,4.8033233
403,4,4.853126
403,5,4.8463945
403,6,4.8505263
403,7,4.8325334
403,8,4.827194
403,9,4.8280945
403,10,4.8133125
403,11,4.7847586
403,12,4.756217
404,1,4.7948217
404,2,4.7871933
404,3,4.8168974
404,4,4.890865
404,5,4.873462
404,6,4.8350253
404,7,4.8132567
404,8,4.8092694
404,9,4.7984447
404,10,4.7819223
404,11,4.746614
404,12,4.775827
405,1,4.751086
405,2,4.744619
405,3,4.811693
405,4,4.857632
405,5,4.8740683
405,6,4.8599863
405,7,4.830479
405,8,4.8262615
405,9,4.822066
405,10,4.8102756
405,11,4.761993
405,12,4.7451086
406,1,4.747177
406,2,4.750308
406,3,4.789542
406,4,4.829491
406,5,4.832975
406,6,4.8332276
406,7,4.8204613
406,8,4.822178
406,9,4.814179
406,10,4.7848225
406,11,4.7611494
406,12,4.7206225
407,1,4.753964
407,2,4.75447
407,3,4.8322334
407,4,4.876724
407,5,4.880223
407,6,4.8573866
407,7,4.8320723
407,8,4.8274016
407,9,4.8285832
407,10,4.8175583
407,11,4.77379
407,12,4.7804804
408,1,4.7825327
408,2,4.783608
408,3,4.8103094
408,4,4.887582
408,5,4.8819213
408,6,4.873164
408,7,4.841844
408,8,4.8377333
408,9,4.844469
408,10,4.8082013
408,11,4.790574
408,12,4.7536035
409,1,4.7915344
409,2,4.801106
409,3,4.816572
409,4,4.8966637
409,5,4.8940783
409,6,4.872885
409,7,4.8327723
409,8,4.823789
409,9,4.8302517
409,10,4.8141513
409,11,4.784327
409,12,4.7889104
410,1,4.760322
410,2,4.7732687
410,3,4.8039556
410,4,4.8731613
410,5,4.867463
410,6,4.8648567
410,7,4.8361683
410,8,4.83009
410,9,4.818292
410,10,4.8137083
410,11,4.7807293
410,12,4.775986
411,1,4.732082
411,2,4.765408
411,3,4.7920337
411,4,4.8680916
411,5,4.873338
411,6,4.8626037
411,7,4.8290563
411,8,4.824346
411,9,4.826005
411,10,4.8029404
411,11,4.7698464
411,12,4.7622004
412,1,4.7187552
412,2,4.7316294
412,3,4.7636285
412,4,4.841226
412,5,4.8680935
412,6,4.849102
412,7,4.8294
412,8,4.8219433
412,9,4.823226
412,10,4.8256817
412,11,4.7602887
412,12,4.7592053
413,1,4.730837
413,2,4.7409716
413,3,4.777559
413,4,4.8387394
413,5,4.858478
413,6,4.854375
413,7,4.837036
413,8,4.8249784
413,9,4.8257003
413,10,4.811931
413,11,4.77836
413,12,4.747562
414,1,4.8896976
414,2,4.875716
414,3,4.8581176
414,4,4.9430747
414,5,4.9175644
414,6,4.8835945
414,7,4.853369
414,8,4.844173
414,9,4.845022
414,10,4.81813
414,11,4.832968
414,12,4.8576083
415,1,4.836566
415,2,4.84739
415,3,4.861909
415,4,4.9250817
415,5,4.9041095
415,6,4.87713
415,7,4.843985
415,8,4.8306828
415,9,4.844884
415,10,4.82555
415,11,4.816778
415,12,4.8305125
416,1,4.851575
416,2,4.8291216
416,3,4.8777666
416,4,4.929257
416,5,4.9096866
416,6,4.8839645
416,7,4.8518353
416,8,4.8363886
416,9,4.8394194
416,10,4.824619
416,11,4.858527
416,12,4.8660374
417,1,4.861067
417,2,4.8021708
417,3,4.8369536
417,4,4.9038982
417,5,4.8995566
417,6,4.871969
417,7,4.8338237
417,8,4.8198886
417,9,4.831189
417,10,4.8107266
417,11,4.78618
417,12,4.783397
418,1,4.8283477
418,2,4.819385
418,3,4.8535924
418,4,4.9409237
418,5,4.911839
418,6,4.8725443
418,7,4.856764
418,8,4.853875
418,9,4.8418674
418,10,4.833294
418,11,4.85842
418,12,4.8849287
419,1,4.721324
419,2,4.7281394
