cluster,month,hist_norm
1176,6,4.856855
1176,7,4.833216
1176,8,4.8230433
1176,9,4.8293967
1176,10,4.8115125
1176,11,4.776408
1176,12,4.7549787
1177,1,4.7739534
1177,2,4.743897
1177,3,4.829315
1177,4,4.8453193
1177,5,4.8739657
1177,6,4.8573246
1177,7,4.832962
1177,8,4.817903
1177,9,4.8218126
1177,10,4.8210297
1177,11,4.775797
1177,12,4.771634
1178,1,4.720321
1178,2,4.732356
1178,3,4.7921996
1178,4,4.84548
1178,5,4.849674
1178,6,4.857749
1178,7,4.8374815
1178,8,4.8205485
1178,9,4.8258486
1178,10,4.8167486
1178,11,4.769946
1178,12,4.7496786
1179,1,4.769878
1179,2,4.7616754
1179,3,4.8175564
1179,4,4.876493
1179,5,4.883095
1179,6,4.8685136
1179,7,4.844898
1179,8,4.8380475
1179,9,4.8462286
1179,10,4.810822
1179,11,4.7930913
1179,12,4.7607903
1180,1,4.8173532
1180,2,4.809514
1180,3,4.8457065
1180,4,4.9087806
1180,5,4.8821235
1180,6,4.863191
1180,7,4.821925
1180,8,4.82131
1180,9,4.8313823
1180,10,4.8027864
1180,11,4.7839675
1180,12,4.7891726
1181,1,4.725799
1181,2,4.753289
1181,3,4.816016
1181,4,4.8702645
1181,5,4.871932
1181,6,4.8587556
1181,7,4.829035
1181,8,4.8283877
1181,9,4.837321
1181,10,4.8125215
1181,11,4.7728977
1181,12,4.7648373
1182,1,4.714564
1182,2,4.7366734
1182,3,4.7573853
1182,4,4.8205075
1182,5,4.8444147
1182,6,4.83446
1182,7,4.819506
1182,8,4.8241267
1182,9,4.8336606
1182,10,4.822319
1182,11,4.7501616
1182,12,4.7433934
1183,1,4.8060355
1183,2,4.8277273
1183,3,4.8415923
1183,4,4.9002237
1183,5,4.906492
1183,6,4.8760233
1183,7,4.8324633
1183,8,4.8223433
1183,9,4.837198
1183,10,4.8122964
1183,11,4.7935634
1183,12,4.795732
1184,1,4.817773
1184,2,4.8211527
1184,3,4.829222
1184,4,4.9222784
1184,5,4.8925414
1184,6,4.866774
1184,7,4.8258696
1184,8,4.8194523
1184,9,4.8169928
1184,10,4.793645
1184,11,4.765923
1184,12,4.7954516
1185,1,4.7909718
1185,2,4.773697
1185,3,4.8098307
1185,4,4.873052
1185,5,4.8749223
1185,6,4.86164
1185,7,4.822491
1185,8,4.8224735
1185,9,4.8112426
1185,10,4.798528
1185,11,4.755658
1185,12,4.7473083
1186,1,4.7450433
1186,2,4.7603164
1186,3,4.782505
1186,4,4.8509817
1186,5,4.8782463
1186,6,4.84445
1186,7,4.8345194
1186,8,4.8192477
1186,9,4.823488
1186,10,4.8095603
1186,11,4.795755
1186,12,4.754541
1187,1,4.8266783
1187,2,4.862171
1187,3,4.873822
1187,4,4.9310355
1187,5,4.908248
1187,6,4.8853936
1187,7,4.8571424
1187,8,4.8530235
1187,9,4.8467574
1187,10,4.831714
1187,11,4.862121
1187,12,4.88338
1188,1,4.731184
1188,2,4.7379227
1188,3,4.795774
1188,4,4.8386645
1188,5,4.850334
1188,6,4.8425894
1188,7,4.841039
1188,8,4.8222914
1188,9,4.8348684
1188,10,4.8177886
1188,11,4.7831907
1188,12,4.7352595
1189,1,4.764878
1189,2,4.789151
1189,3,4.8196464
1189,4,4.8726034
1189,5,4.881021
1189,6,4.8679767
1189,7,4.8269143
1189,8,4.8254943
1189,9,4.818382
1189,10,4.8126564
1189,11,4.764135
1189,12,4.783245
1190,1,4.7053432
1190,2,4.7317524
1190,3,4.7602644
1190,4,4.820259
1190,5,4.814313
1190,6,4.8339767
1190,7,4.836463
1190,8,4.823828
1190,9,4.8339596
1190,10,4.821623
1190,11,4.8002872
1190,12,4.73094
1191,1,4.829194
1191,2,4.8379793
1191,3,4.842975
1191,4,4.920437
1191,5,4.89731
1191,6,4.869551
1191,7,4.8267555
1191,8,4.8260875
1191,9,4.823995
1191,10,4.806924
1191,11,4.7735224
1191,12,4.8036904
1192,1,4.733516
1192,2,4.751196
1192,3,4.8031445
1192,4,4.8614225
1192,5,4.8714414
1192,6,4.859672
1192,7,4.8297486
1192,8,4.828315
1192,9,4.825134
1192,10,4.8212996
1192,11,4.775483
1192,12,4.7532115
1193,1,4.7458773
1193,2,4.777626
1193,3,4.8442016
1193,4,4.903445
1193,5,4.8828754
1193,6,4.8738317
1193,7,4.8259535
1193,8,4.808558
1193,9,4.830171
1193,10,4.8198123
1193,11,4.8225336
1193,12,4.8263965
1194,1,4.814514
1194,2,4.804781
1194,3,4.8351936
1194,4,4.9247575
1194,5,4.8909655
1194,6,4.8644495
1194,7,4.832019
1194,8,4.835132
1194,9,4.8336773
1194,10,4.8189034
1194,11,4.8499455
1194,12,4.8526583
1195,1,4.798279
1195,2,4.785689
1195,3,4.824855
1195,4,4.878872
1195,5,4.877879
1195,6,4.879744
1195,7,4.8345942
1195,8,4.8348737
1195,9,4.8379164
1195,10,4.810195
1195,11,4.7889175
1195,12,4.7686687
1196,1,4.734979
1196,2,4.775917
1196,3,4.8334703
1196,4,4.888768
1196,5,4.869343
1196,6,4.8696723
1196,7,4.8317327
1196,8,4.823391
1196,9,4.8377175
1196,10,4.8219585
1196,11,4.818807
1196,12,4.82531
1197,1,4.837821
1197,2,4.7834806
1197,3,4.866754
1197,4,4.910428
1197,5,4.8926544
1197,6,4.880348
1197,7,4.8324757
1197,8,4.827279
1197,9,4.834374
1197,10,4.8017507
1197,11,4.7809
1197,12,4.7887297
1198,1,4.860594
1198,2,4.8448763
1198,3,4.865956
1198,4,4.932923
1198,5,4.8970985
1198,6,4.8865376
1198,7,4.8481536
1198,8,4.841962
1198,9,4.844157
1198,10,4.822816
1198,11,4.826604
1198,12,4.8571644
1199,1,4.8600025
1199,2,4.8842206
1199,3,4.875581
1199,4,4.9337783
1199,5,4.8916974
1199,6,4.8359103
1199,7,4.8112483
1199,8,4.795174
1199,9,4.7933927
1199,10,4.7734184
1199,11,4.772664
1199,12,4.8398027
1200,1,4.8181825
1200,2,4.8205113
1200,3,4.854746
1200,4,4.933643
1200,5,4.90452
1200,6,4.873595
1200,7,4.858435
1200,8,4.846654
1200,9,4.835749
1200,10,4.834697
1200,11,4.8590474
1200,12,4.874145
1201,1,4.7412877
1201,2,4.7602096
1201,3,4.8052483
1201,4,4.8669653
1201,5,4.869672
1201,6,4.8612485
1201,7,4.829896
1201,8,4.823885
1201,9,4.8265796
1201,10,4.8131447
1201,11,4.77538
1201,12,4.768757
1202,1,4.753546
1202,2,4.7580433
1202,3,4.8248906
1202,4,4.895499
1202,5,4.870828
1202,6,4.8653655
1202,7,4.8259106
1202,8,4.812844
1202,9,4.8322062
1202,10,4.829277
1202,11,4.8243756
1202,12,4.82642
1203,1,4.8029366
1203,2,4.7909355
1203,3,4.8097515
1203,4,4.8839893
1203,5,4.8927155
1203,6,4.879955
1203,7,4.842639
1203,8,4.836117
1203,9,4.837682
1203,10,4.8075013
1203,11,4.786386
1203,12,4.7639537
1204,1,4.7715845
1204,2,4.8229566
1204,3,4.8449774
1204,4,4.9055567
1204,5,4.89515
1204,6,4.8636255
1204,7,4.820089
1204,8,4.826506
1204,9,4.839109
1204,10,4.825823
1204,11,4.8310843
1204,12,4.8605604
1205,1,4.7241697
1205,2,4.7415757
1205,3,4.7817154
1205,4,4.8554506
1205,5,4.849232
1205,6,4.844633
1205,7,4.8218584
1205,8,4.8114223
1205,9,4.8092127
1205,10,4.7973895
1205,11,4.763996
1205,12,4.78332
1206,1,4.7521367
1206,2,4.7530327
1206,3,4.7850504
1206,4,4.8459845
1206,5,4.883738
1206,6,4.8571754
1206,7,4.8355217
1206,8,4.824144
1206,9,4.824877
1206,10,4.817675
1206,11,4.7655516
1206,12,4.7485185
1207,1,4.9046106
1207,2,4.8902636
1207,3,4.9015956
1207,4,4.971449
1207,5,4.9041615
1207,6,4.861945
1207,7,4.827458
1207,8,4.8196054
1207,9,4.813295
1207,10,4.803199
1207,11,4.829114
1207,12,4.8878956
1208,1,4.8297133
1208,2,4.882219
1208,3,4.843278
1208,4,4.9378095
1208,5,4.88785
1208,6,4.8667088
1208,7,4.8446016
1208,8,4.833032
1208,9,4.8344088
1208,10,4.8170333
1208,11,4.82701
1208,12,4.8205404
1209,1,4.7914996
1209,2,4.795032
1209,3,4.810252
1209,4,4.885049
1209,5,4.876477
1209,6,4.8672953
1209,7,4.8303323
1209,8,4.823433
1209,9,4.8291936
1209,10,4.8192744
1209,11,4.783078
1209,12,4.787039
1210,1,4.75835
1210,2,4.7668085
1210,3,4.823565
1210,4,4.855657
1210,5,4.8823333
1210,6,4.8539863
1210,7,4.8358135
1210,8,4.82234
1210,9,4.830398
1210,10,4.8160653
1210,11,4.7756515
1210,12,4.7679586
1211,1,4.7261343
1211,2,4.7541475
1211,3,4.7531505
1211,4,4.8296213
1211,5,4.85183
1211,6,4.840982
1211,7,4.832673
1211,8,4.8224993
1211,9,4.8310075
1211,10,4.814834
1211,11,4.77537
1211,12,4.7514224
1212,1,4.805634
1212,2,4.8100424
1212,3,4.8235435
1212,4,4.9050746
1212,5,4.889568
1212,6,4.8849306
1212,7,4.8512683
1212,8,4.8263197
1212,9,4.840415
1212,10,4.802228
1212,11,4.795404
1212,12,4.776448
1213,1,4.7282295
1213,2,4.734872
1213,3,4.788062
1213,4,4.836265
1213,5,4.852947
1213,6,4.8572483
1213,7,4.835008
1213,8,4.8264174
1213,9,4.8233185
1213,10,4.8124623
1213,11,4.7597837
1213,12,4.745
1214,1,4.792789
1214,2,4.7955394
1214,3,4.811257
1214,4,4.8987393
1214,5,4.88968
1214,6,4.878098
1214,7,4.832282
1214,8,4.825001
1214,9,4.838427
1214,10,4.82123
1214,11,4.822263
1214,12,4.8498316
1215,1,4.734336
1215,2,4.7379646
1215,3,4.772414
1215,4,4.829748
1215,5,4.8479614
1215,6,4.8477736
1215,7,4.8386936
1215,8,4.8288174
1215,9,4.822934
1215,10,4.8121963
1215,11,4.7856255
1215,12,4.7370524
1216,1,4.747711
1216,2,4.774209
1216,3,4.8035517
1216,4,4.9073567
1216,5,4.864749
1216,6,4.842311
1216,7,4.80262
1216,8,4.796221
1216,9,4.800745
1216,10,4.788704
1216,11,4.824688
1216,12,4.836513
1217,1,4.8692713
1217,2,4.899563
1217,3,4.876964
1217,4,4.956702
1217,5,4.907827
1217,6,4.8858476
1217,7,4.8602204
1217,8,4.8465652
1217,9,4.8358436
1217,10,4.825677
1217,11,4.8265824
1217,12,4.8558044
1218,1,4.738633
1218,2,4.734335
1218,3,4.794365
1218,4,4.845279
1218,5,4.870586
1218,6,4.8512926
1218,7,4.8382607
1218,8,4.8232737
1218,9,4.8256207
1218,10,4.8200045
1218,11,4.7752028
1218,12,4.7624674
1219,1,4.712071
1219,2,4.76516
1219,3,4.7619267
1219,4,4.8486204
1219,5,4.819366
1219,6,4.817077
1219,7,4.796274
1219,8,4.778177
1219,9,4.7963963
1219,10,4.769548
1219,11,4.7775636
1219,12,4.7650423
1220,1,4.764331
1220,2,4.7493486
1220,3,4.815518
1220,4,4.863786
1220,5,4.8718567
1220,6,4.8563375
1220,7,4.827128
1220,8,4.823504
1220,9,4.825182
1220,10,4.812314
1220,11,4.769898
1220,12,4.774012
1221,1,4.813211
1221,2,4.826869
1221,3,4.840775
1221,4,4.9192705
1221,5,4.8810744
1221,6,4.8693695
1221,7,4.818596
1221,8,4.8243947
1221,9,4.820203
1221,10,4.7976313
1221,11,4.7762275
1221,12,4.8004556
1222,1,4.756366
1222,2,4.7698407
1222,3,4.8363414
1222,4,4.903286
1222,5,4.8902817
1222,6,4.894691
1222,7,4.837401
1222,8,4.8179483
1222,9,4.835755
1222,10,4.830054
1222,11,4.8212104
1222,12,4.83125
1223,1,4.7880483
1223,2,4.7774873
1223,3,4.824846
1223,4,4.8751326
1223,5,4.868812
1223,6,4.8809257
1223,7,4.840162
1223,8,4.838206
1223,9,4.842878
1223,10,4.804714
1223,11,4.7918606
1223,12,4.763387
1224,1,4.74557
1224,2,4.758009
1224,3,4.77598
1224,4,4.830088
1224,5,4.8306956
1224,6,4.8353925
1224,7,4.821968
1224,8,4.8279867
1224,9,4.815982
1224,10,4.7888856
1224,11,4.764966
1224,12,4.7230477
1225,1,4.842746
1225,2,4.8376336
1225,3,4.8347354
1225,4,4.924963
1225,5,4.8780327
1225,6,4.868251
1225,7,4.829594
1225,8,4.8263083
1225,9,4.818675
1225,10,4.7970104
1225,11,4.77457
1225,12,4.7985497
1226,1,4.744757
1226,2,4.742635
1226,3,4.7768974
1226,4,4.85406
1226,5,4.8725095
1226,6,4.848223
1226,7,4.840484
1226,8,4.830316
1226,9,4.8304653
1226,10,4.812263
1226,11,4.7495885
1226,12,4.7551947
1227,1,4.719906
1227,2,4.734042
1227,3,4.752414
1227,4,4.820956
1227,5,4.8373413
1227,6,4.832269
1227,7,4.830931
1227,8,4.822784
1227,9,4.832866
1227,10,4.818316
1227,11,4.7682953
1227,12,4.7252984
1228,1,4.8257446
1228,2,4.8072233
1228,3,4.8543506
1228,4,4.9083705
1228,5,4.883962
1228,6,4.874809
1228,7,4.8241024
1228,8,4.82651
1228,9,4.8234577
1228,10,4.8066235
1228,11,4.7803802
1228,12,4.8151526
1229,1,4.76881
1229,2,4.779595
1229,3,4.833861
1229,4,4.900059
1229,5,4.875552
1229,6,4.866815
1229,7,4.83989
1229,8,4.823121
1229,9,4.839022
1229,10,4.8201227
1229,11,4.832829
1229,12,4.8157487
1230,1,4.7658105
1230,2,4.76644
1230,3,4.8169813
1230,4,4.879435
1230,5,4.8555655
1230,6,4.8536153
1230,7,4.8194914
1230,8,4.814388
1230,9,4.811062
1230,10,4.8059025
1230,11,4.7847834
1230,12,4.7871776
1231,1,4.799944
1231,2,4.804166
1231,3,4.856398
1231,4,4.896548
1231,5,4.8947563
1231,6,4.879424
1231,7,4.834936
1231,8,4.823355
1231,9,4.82407
1231,10,4.8091226
1231,11,4.7848554
1231,12,4.801012
1232,1,4.866208
1232,2,4.922551
1232,3,4.866273
1232,4,4.9585643
1232,5,4.8660336
1232,6,4.828067
1232,7,4.8140783
1232,8,4.7976203
1232,9,4.805793
1232,10,4.7870703
1232,11,4.802941
1232,12,4.85141
1233,1,4.6998796
1233,2,4.7224317
1233,3,4.741304
1233,4,4.8057613
1233,5,4.827591
1233,6,4.829401
1233,7,4.8248525
1233,8,4.820035
1233,9,4.8325176
1233,10,4.812708
1233,11,4.773887
1233,12,4.7349353
1234,1,4.7665105
1234,2,4.7920084
1234,3,4.85529
1234,4,4.8836226
1234,5,4.868008
1234,6,4.8612914
1234,7,4.8331814
1234,8,4.831495
1234,9,4.837897
1234,10,4.8208947
1234,11,4.839561
1234,12,4.829405
1235,1,4.7063823
1235,2,4.7264094
1235,3,4.750532
1235,4,4.820048
1235,5,4.8368707
1235,6,4.837176
1235,7,4.8321066
1235,8,4.8221507
1235,9,4.8294578
1235,10,4.8086796
1235,11,4.765289
1235,12,4.737102
1236,1,4.7595954
1236,2,4.7878466
1236,3,4.8019776
1236,4,4.9005685
1236,5,4.867879
1236,6,4.873732
1236,7,4.8300714
1236,8,4.8181357
1236,9,4.8368115
1236,10,4.8309517
1236,11,4.8295445
1236,12,4.84136
1237,1,4.7658653
1237,2,4.7498097
1237,3,4.81813
1237,4,4.8789353
1237,5,4.87795
1237,6,4.8622513
1237,7,4.8286953
1237,8,4.82059
1237,9,4.819582
1237,10,4.8102555
1237,11,4.772152
1237,12,4.754984
1238,1,4.788284
1238,2,4.7690644
1238,3,4.8196826
1238,4,4.876768
1238,5,4.8607116
1238,6,4.8202925
1238,7,4.803073
1238,8,4.7932
1238,9,4.8036995
1238,10,4.7905555
1238,11,4.8112826
1238,12,4.850065
1239,1,4.8412046
1239,2,4.8288946
1239,3,4.853624
1239,4,4.9144936
1239,5,4.885375
1239,6,4.8695254
1239,7,4.8339434
1239,8,4.8216662
1239,9,4.8246636
1239,10,4.811468
1239,11,4.8096123
1239,12,4.8065343
1240,1,4.7719035
1240,2,4.750636
1240,3,4.805449
1240,4,4.8544345
1240,5,4.880699
1240,6,4.8671727
1240,7,4.838264
1240,8,4.833399
1240,9,4.8503423
1240,10,4.8226967
1240,11,4.7952
1240,12,4.7734866
1241,1,4.699907
1241,2,4.7238526
1241,3,4.741825
1241,4,4.801053
1241,5,4.828982
1241,6,4.8351817
1241,7,4.82886
1241,8,4.823603
1241,9,4.8345027
1241,10,4.819153
1241,11,4.7770853
1241,12,4.7390723
1242,1,4.8075976
1242,2,4.7871356
1242,3,4.8280587
1242,4,4.9024386
1242,5,4.8935966
1242,6,4.86372
1242,7,4.835204
1242,8,4.832406
1242,9,4.8271084
1242,10,4.809039
1242,11,4.7830276
1242,12,4.7827964
1243,1,4.79632
1243,2,4.786273
1243,3,4.8337903
1243,4,4.8960037
1243,5,4.8811836
1243,6,4.8694587
1243,7,4.833028
1243,8,4.81889
1243,9,4.8245616
1243,10,4.816659
1243,11,4.818797
1243,12,4.831744
1244,1,4.7893467
1244,2,4.790254
1244,3,4.838159
1244,4,4.9099913
1244,5,4.881627
1244,6,4.8663726
1244,7,4.833466
1244,8,4.838415
1244,9,4.829814
1244,10,4.8289523
1244,11,4.8396125
1244,12,4.8434653
1245,1,4.7908063
1245,2,4.801934
1245,3,4.811957
1245,4,4.870344
1245,5,4.8840976
1245,6,4.865364
1245,7,4.8364773
1245,8,4.8237658
1245,9,4.82527
1245,10,4.810131
1245,11,4.775722
1245,12,4.7542796
1246,1,4.7548547
1246,2,4.7507668
1246,3,4.791606
1246,4,4.8609314
1246,5,4.872257
1246,6,4.8672333
1246,7,4.828142
1246,8,4.830424
1246,9,4.821204
1246,10,4.8116527
1246,11,4.7742677
1246,12,4.748858
1247,1,4.771653
1247,2,4.757352
1247,3,4.8472333
1247,4,4.8821898
1247,5,4.87868
1247,6,4.8695364
1247,7,4.8291063
1247,8,4.826619
1247,9,4.8247695
1247,10,4.8118253
1247,11,4.7728167
1247,12,4.7703648
1248,1,4.789007
1248,2,4.8064127
1248,3,4.8487315
1248,4,4.911999
1248,5,4.887528
1248,6,4.854417
1248,7,4.8360205
1248,8,4.832349
1248,9,4.83446
1248,10,4.817823
1248,11,4.8484993
1248,12,4.863368
1249,1,4.8843346
1249,2,4.9274535
1249,3,4.875584
1249,4,4.9595404
1249,5,4.88932
1249,6,4.848892
1249,7,4.8221292
1249,8,4.8087635
1249,9,4.801768
1249,10,4.7768426
1249,11,4.7902007
1249,12,4.8502965
1250,1,4.843644
1250,2,4.8887873
1250,3,4.864587
1250,4,4.9447937
1250,5,4.8979597
1250,6,4.875586
1250,7,4.8427196
1250,8,4.831661
1250,9,4.824488
1250,10,4.808174
1250,11,4.8291135
1250,12,4.856379
1251,1,4.7456603
1251,2,4.743891
1251,3,4.802361
1251,4,4.844843
1251,5,4.869524
1251,6,4.8445144
1251,7,4.8327723
1251,8,4.821344
1251,9,4.834341
1251,10,4.814262
1251,11,4.7828164
1251,12,4.7436404
1252,1,4.7179728
1252,2,4.7313676
1252,3,4.7685513
1252,4,4.8293543
1252,5,4.83941
1252,6,4.8381977
1252,7,4.8257957
1252,8,4.822589
1252,9,4.8355055
1252,10,4.814154
1252,11,4.7734013
1252,12,4.7467923
1253,1,4.714458
1253,2,4.7478766
1253,3,4.7812233
1253,4,4.8265457
1253,5,4.8626556
1253,6,4.8391533
1253,7,4.8317323
1253,8,4.8287053
1253,9,4.8312435
1253,10,4.821855
1253,11,4.787408
1253,12,4.7394447
1254,1,4.780539
1254,2,4.784357
1254,3,4.81561
1254,4,4.888628
1254,5,4.884666
1254,6,4.873437
1254,7,4.8402886
1254,8,4.838143
1254,9,4.839987
1254,10,4.8150063
1254,11,4.79434
1254,12,4.7615256
1255,1,4.834789
1255,2,4.791284
1255,3,4.850259
1255,4,4.901277
1255,5,4.8816504
1255,6,4.863765
1255,7,4.8347135
1255,8,4.827194
1255,9,4.8184905
1255,10,4.7995243
1255,11,4.7759976
1255,12,4.7930536
1256,1,4.8276596
1256,2,4.807632
1256,3,4.8540072
1256,4,4.9313803
1256,5,4.8932395
1256,6,4.865458
1256,7,4.8461914
1256,8,4.838504
1256,9,4.8386536
1256,10,4.8340173
1256,11,4.854051
1256,12,4.8728104
1257,1,4.8226414
1257,2,4.8255377
1257,3,4.850717
1257,4,4.9138575
1257,5,4.8768363
1257,6,4.866934
1257,7,4.8227763
1257,8,4.8271127
1257,9,4.8219767
1257,10,4.785901
1257,11,4.7730637
1257,12,4.800281
1258,1,4.735307
1258,2,4.7382073
1258,3,4.787054
1258,4,4.8466325
1258,5,4.863795
1258,6,4.843912
1258,7,4.825794
1258,8,4.823506
1258,9,4.830343
1258,10,4.8178945
1258,11,4.779741
1258,12,4.7559767
1259,1,4.748152
1259,2,4.745052
1259,3,4.845941
1259,4,4.8773694
1259,5,4.8701715
1259,6,4.8717604
1259,7,4.837334
1259,8,4.8282123
1259,9,4.833877
1259,10,4.8216023
1259,11,4.799825
1259,12,4.806054
1260,1,4.780834
1260,2,4.7831964
1260,3,4.854928
1260,4,4.907174
1260,5,4.8818336
1260,6,4.8390656
1260,7,4.812641
1260,8,4.8016605
1260,9,4.812601
1260,10,4.7960987
1260,11,4.826542
1260,12,4.849133
1261,1,4.7501674
1261,2,4.740961
1261,3,4.8054543
1261,4,4.849801
1261,5,4.8762145
1261,6,4.853408
1261,7,4.831871
1261,8,4.821987
1261,9,4.833128
1261,10,4.8221116
1261,11,4.7744255
1261,12,4.742897
1262,1,4.7046943
1262,2,4.729842
1262,3,4.7485847
1262,4,4.8211575
1262,5,4.839315
1262,6,4.8342366
1262,7,4.828852
1262,8,4.8262053
1262,9,4.835556
1262,10,4.817211
1262,11,4.7847376
1262,12,4.732618
1263,1,4.8026075
1263,2,4.830876
1263,3,4.846871
1263,4,4.937144
1263,5,4.9043074
1263,6,4.8760943
1263,7,4.8428
1263,8,4.824157
1263,9,4.8380165
1263,10,4.8345823
1263,11,4.876925
1263,12,4.86812
1264,1,4.711448
1264,2,4.727882
1264,3,4.753531
1264,4,4.816575
1264,5,4.835265
1264,6,4.8379817
1264,7,4.829409
1264,8,4.8155284
1264,9,4.8353653
1264,10,4.8230257
1264,11,4.778564
1264,12,4.738548
1265,1,4.7119994
1265,2,4.7407784
1265,3,4.7547727
1265,4,4.8221664
1265,5,4.8265905
1265,6,4.8349986
1265,7,4.82706
1265,8,4.822359
1265,9,4.835943
1265,10,4.824994
1265,11,4.779797
1265,12,4.7399287
1266,1,4.7511477
1266,2,4.756618
1266,3,4.8205085
1266,4,4.8829703
1266,5,4.8701253
1266,6,4.860832
1266,7,4.8292556
1266,8,4.824353
1266,9,4.8416805
1266,10,4.825452
1266,11,4.805631
1266,12,4.812898
1267,1,4.792762
1267,2,4.7916117
1267,3,4.8240952
1267,4,4.9417357
1267,5,4.8851695
1267,6,4.8579903
1267,7,4.826703
1267,8,4.8151865
1267,9,4.8250065
1267,10,4.8022304
1267,11,4.8493648
1267,12,4.8411856
1268,1,4.7518163
1268,2,4.7707458
1268,3,4.8088827
1268,4,4.8824797
1268,5,4.862554
1268,6,4.8708262
1268,7,4.8280067
1268,8,4.812518
1268,9,4.828854
1268,10,4.822127
1268,11,4.8140492
1268,12,4.8070593
1269,1,4.761899
1269,2,4.7784433
1269,3,4.8149137
1269,4,4.875501
1269,5,4.880881
1269,6,4.86854
1269,7,4.830273
1269,8,4.829659
1269,9,4.822838
1269,10,4.8169656
1269,11,4.7720494
1269,12,4.7668557
1270,1,4.741233
1270,2,4.7397857
1270,3,4.7983136
1270,4,4.843353
1270,5,4.8670945
1270,6,4.8620276
1270,7,4.836237
1270,8,4.8259754
1270,9,4.823793
1270,10,4.81649
1270,11,4.7740674
1270,12,4.7533
1271,1,4.8480353
1271,2,4.844657
1271,3,4.8602104
1271,4,4.9305315
1271,5,4.8980517
1271,6,4.8748574
1271,7,4.850197
1271,8,4.829333
1271,9,4.8407373
1271,10,4.8228464
1271,11,4.8359313
1271,12,4.8202777
1272,1,4.7895594
1272,2,4.75599
1272,3,4.8229704
1272,4,4.896385
1272,5,4.885996
1272,6,4.8730845
1272,7,4.8247
1272,8,4.8301816
1272,9,4.8275614
1272,10,4.8094053
1272,11,4.7832093
1272,12,4.804536
1273,1,4.8705225
1273,2,4.91656
1273,3,4.8899026
1273,4,4.947265
1273,5,4.9179473
1273,6,4.890604
1273,7,4.860107
1273,8,4.847587
1273,9,4.8394194
1273,10,4.82732
1273,11,4.833031
1273,12,4.868898
1274,1,4.775506
1274,2,4.7688565
1274,3,4.810619
1274,4,4.879123
1274,5,4.8893857
1274,6,4.868655
1274,7,4.8352966
1274,8,4.83341
1274,9,4.843659
1274,10,4.812693
1274,11,4.774026
1274,12,4.765198
1275,1,4.8323126
1275,2,4.816511
1275,3,4.8355393
1275,4,4.9186745
1275,5,4.896223
1275,6,4.8604035
1275,7,4.8241854
1275,8,4.8195653
1275,9,4.8217425
1275,10,4.7970047
1275,11,4.772581
1275,12,4.8009834
1276,1,4.7728763
1276,2,4.745782
1276,3,4.812328
1276,4,4.856379
1276,5,4.867058
1276,6,4.863998
1276,7,4.836161
1276,8,4.8122215
1276,9,4.8236504
1276,10,4.8081985
1276,11,4.7616267
1276,12,4.750134
1277,1,4.7492685
1277,2,4.734193
1277,3,4.8045306
1277,4,4.8483415
1277,5,4.868161
1277,6,4.8633003
1277,7,4.8355994
1277,8,4.8225126
1277,9,4.8291154
1277,10,4.816792
1277,11,4.770799
1277,12,4.7569156
1278,1,4.709609
1278,2,4.7392106
1278,3,4.7862444
1278,4,4.830911
1278,5,4.8361726
1278,6,4.835702
1278,7,4.8385262
1278,8,4.823425
1278,9,4.840471
1278,10,4.812149
1278,11,4.7867985
1278,12,4.7318006
1279,1,4.7077236
1279,2,4.7353888
1279,3,4.7625165
1279,4,4.827186
1279,5,4.8402033
1279,6,4.829465
1279,7,4.833688
1279,8,4.8237453
1279,9,4.828613
1279,10,4.8176064
1279,11,4.7740483
1279,12,4.7436104
1280,1,4.710263
1280,2,4.7375646
1280,3,4.749187
1280,4,4.825295
1280,5,4.8561096
1280,6,4.8405385
1280,7,4.8279166
1280,8,4.823424
1280,9,4.834663
1280,10,4.7988424
1280,11,4.780011
1280,12,4.7465935
1281,1,4.742568
1281,2,4.7479115
1281,3,4.790832
1281,4,4.86147
1281,5,4.8617077
1281,6,4.859237
1281,7,4.832542
1281,8,4.8238206
1281,9,4.8268213
1281,10,4.8156867
1281,11,4.7747016
1281,12,4.759448
1282,1,4.8087873
1282,2,4.827843
1282,3,4.8554883
1282,4,4.920602
1282,5,4.9061246
1282,6,4.873818
1282,7,4.824194
1282,8,4.8193073
1282,9,4.8190517
1282,10,4.7968917
1282,11,4.785577
1282,12,4.7881317
1283,1,4.7779
1283,2,4.8013706
1283,3,4.8044124
1283,4,4.919963
1283,5,4.8956175
1283,6,4.8638306
1283,7,4.8484554
1283,8,4.8376017
1283,9,4.843557
1283,10,4.827501
1283,11,4.8546996
1283,12,4.8654895
1284,1,4.6976433
1284,2,4.7313266
1284,3,4.7509065
1284,4,4.8046293
1284,5,4.82686
1284,6,4.824489
1284,7,4.827471
1284,8,4.824346
1284,9,4.8374057
1284,10,4.8235784
1284,11,4.783078
1284,12,4.7318745
1285,1,4.7387047
1285,2,4.7406735
1285,3,4.810776
1285,4,4.8752704
1285,5,4.874434
1285,6,4.8657427
1285,7,4.831889
1285,8,4.820537
1285,9,4.83549
1285,10,4.81438
1285,11,4.810378
1285,12,4.813427
1286,1,4.7440476
1286,2,4.758197
1286,3,4.7775707
1286,4,4.8495364
1286,5,4.876218
1286,6,4.8508215
1286,7,4.830923
1286,8,4.8262434
1286,9,4.8428035
1286,10,4.818064
1286,11,4.7812877
1286,12,4.7579236
1287,1,4.7470813
1287,2,4.7572775
