lat_r,lon_r,cluster
16.1,77.9,179
16.1,78.0,1737
16.1,78.1,435
16.1,78.5,519
16.1,78.6,280
16.1,78.7,940
16.1,78.8,1320
16.1,78.9,1320
16.1,79.0,557
16.1,79.1,557
16.1,79.2,36
16.1,79.3,36
16.1,79.8,337
16.1,79.9,809
16.1,80.0,809
16.1,80.1,1515
16.1,80.2,1515
16.1,80.3,215
16.1,80.4,488
16.1,80.5,948
16.1,80.6,948
16.1,80.7,1667
16.1,80.8,1667
16.1,80.9,1388
16.1,81.0,1978
16.1,81.1,1978
16.2,77.6,137
16.2,77.7,1245
16.2,77.8,1245
16.2,77.9,1737
16.2,78.0,1737
16.2,78.1,435
16.2,78.2,1063
16.2,78.3,1063
16.2,78.4,1356
16.2,78.5,362
16.2,78.6,362
16.2,78.7,940
16.2,78.8,940
16.2,78.9,1560
16.2,79.1,557
16.2,79.2,954
16.2,79.3,1543
16.2,79.7,851
16.2,79.8,851
16.2,80.0,809
16.2,80.1,1515
16.2,80.2,1515
16.2,80.3,1799
16.2,80.4,488
16.2,80.5,488
16.2,80.6,948
16.2,80.7,1667
16.2,80.8,1667
16.2,80.9,1388
16.2,81.0,1670
16.2,81.1,1978
16.2,81.2,1370
16.3,77.7,1245
16.3,77.9,81
16.3,78.0,81
16.3,78.1,81
16.3,78.2,457
16.3,78.4,1356
16.3,78.5,362
16.3,78.6,362
16.3,78.7,1866
16.3,78.8,1866
16.3,78.9,241
16.3,79.0,1560
16.3,79.1,954
16.3,79.2,954
16.3,79.3,1419
16.3,79.5,195
16.3,79.7,1964
16.3,79.8,1964
16.3,80.0,1177
16.3,80.1,551
16.3,80.2,551
16.3,80.3,1799
16.3,80.4,1799
16.3,80.5,488
16.3,80.6,1196
16.3,80.7,1196
16.3,80.8,749
16.3,80.9,749
16.3,81.0,1670
16.3,81.1,1370
16.3,81.2,1370
16.3,81.3,1370
16.4,77.4,1062
16.4,77.5,1062
16.4,77.6,1062
16.4,77.7,1062
16.4,77.8,852
16.4,77.9,852
16.4,78.1,81
16.4,78.2,457
16.4,78.3,457
16.4,78.4,1356
16.4,78.5,1569
16.4,78.6,1569
16.4,78.7,473
16.4,78.8,392
16.4,78.9,241
16.4,79.0,938
16.4,79.1,1087
16.4,79.2,1087
16.4,79.3,1419
16.4,79.7,1964
16.4,79.8,1964
16.4,80.0,1177
16.4,80.1,551
16.4,80.2,551
16.4,80.3,698
16.4,80.4,698
16.4,80.5,698
16.4,80.6,1196
16.4,80.7,1196
16.4,80.8,749
16.4,80.9,749
16.4,81.0,1816
16.4,81.1,1816
16.4,81.2,1953
16.4,81.3,1953
16.4,81.6,1519
16.4,81.7,1519
16.4,81.8,1519
16.4,81.9,573
16.4,82.0,573
16.5,77.5,1062
16.5,77.6,1062
16.5,77.8,852
16.5,77.9,852
16.5,78.1,889
16.5,78.2,54
16.5,78.3,54
16.5,78.4,1306
16.5,78.5,1569
16.5,78.6,1569
16.5,78.7,473
16.5,78.8,392
16.5,78.9,392
16.5,79.0,938
16.5,79.1,1087
16.5,79.2,1087
16.5,79.3,1056
16.5,79.7,1533
16.5,79.8,781
16.5,79.9,781
16.5,80.0,1892
16.5,80.1,1892
16.5,80.2,276
16.5,80.3,698
16.5,80.4,698
16.5,80.5,698
16.5,80.6,902
16.5,80.7,902
16.5,80.8,902
16.5,80.9,1882
16.5,81.0,1816
16.5,81.2,1953
16.5,81.3,1953
16.5,81.4,1164
16.5,81.6,1519
16.5,81.7,1519
16.5,81.8,1519
16.5,81.9,573
16.5,82.0,573
16.5,82.1,1136
16.6,77.5,184
16.6,77.8,649
16.6,77.9,649
16.6,78.2,1012
16.6,78.3,1794
16.6,78.4,1306
16.6,78.5,1306
16.6,78.6,662
16.6,78.7,662
16.6,78.8,1685
16.6,79.0,938
16.6,79.1,558
16.6,79.2,558
16.6,79.3,1056
16.6,79.4,1056
16.6,79.5,1534
16.6,79.6,1534
16.6,79.7,1533
16.6,79.8,1573
16.6,80.0,1892
16.6,80.1,276
16.6,80.2,276
16.6,80.3,770
16.6,80.4,698
16.6,80.5,140
16.6,80.6,902
16.6,80.7,902
16.6,80.8,902
16.6,80.9,1882
16.6,81.0,1882
16.6,81.1,238
16.6,81.2,1953
16.6,81.5,1100
16.6,81.6,1100
16.6,81.7,561
16.6,81.8,561
16.6,81.9,573
16.6,82.0,573
16.6,82.1,1136
16.6,82.2,1136
16.6,82.3,600
16.7,77.5,184
16.7,77.6,184
16.7,77.7,1506
16.7,77.8,1506
16.7,77.9,351
16.7,78.0,351
16.7,78.1,1012
16.7,78.2,1012
16.7,78.3,1794
16.7,78.4,1794
16.7,78.5,1306
16.7,78.6,662
16.7,78.7,662
16.7,78.8,1685
16.7,78.9,1685
16.7,79.0,558
16.7,79.1,558
16.7,79.2,558
16.7,79.3,1807
16.7,79.6,169
16.7,79.7,1527
16.7,79.8,1573
16.7,79.9,1376
16.7,80.0,73
16.7,80.2,770
16.7,80.3,770
16.7,80.4,770
16.7,80.5,140
16.7,80.6,140
16.7,80.7,140
16.7,80.8,1281
16.7,81.0,694
16.7,81.1,238
16.7,81.2,238
16.7,81.3,1345
16.7,81.4,1100
16.7,81.5,1100
16.7,81.6,1100
16.7,81.7,561
16.7,81.8,561
16.7,81.9,1442
16.7,82.0,1442
16.7,82.1,1442
16.7,82.4,600
16.8,77.6,2
16.8,77.7,2
16.8,77.8,103
16.8,77.9,351
16.8,78.0,351
16.8,78.1,351
16.8,78.2,235
16.8,78.3,235
16.8,78.4,235
16.8,78.5,429
16.8,78.6,429
16.8,78.7,139
16.8,78.8,139
16.8,78.9,139
16.8,79.0,558
16.8,79.1,558
16.8,79.5,1229
16.8,79.6,1527
16.8,79.7,1527
16.8,79.9,1376
16.8,80.0,73
16.8,80.2,770
16.8,80.3,770
16.8,80.4,770
16.8,80.5,140
16.8,80.6,140
16.8,80.7,140
16.8,80.8,1810
16.8,81.0,1750
16.8,81.1,238
16.8,81.2,238
16.8,81.3,1345
16.8,81.4,1345
16.8,81.5,1100
16.8,81.6,1100
16.8,81.7,561
16.8,81.8,561
16.8,81.9,1442
16.8,82.0,1442
16.8,82.1,1442
16.8,82.2,1415
16.9,77.6,2
16.9,77.7,2
16.9,77.8,1640
16.9,77.9,1781
16.9,78.0,23
16.9,78.1,23
16.9,78.2,235
16.9,78.3,1753
16.9,78.4,1753
16.9,78.5,429
16.9,78.6,429
16.9,78.7,1222
16.9,78.8,139
16.9,78.9,1152
16.9,79.0,1152
16.9,79.5,1229
16.9,79.6,1229
16.9,79.7,1413
16.9,79.8,1413
16.9,79.9,1076
16.9,80.0,1076
16.9,80.2,1107
16.9,80.3,1107
16.9,80.4,1107
16.9,80.5,1414
16.9,80.6,1414
16.9,80.7,1414
16.9,80.8,1810
16.9,80.9,1810
16.9,81.0,1572
16.9,81.1,1572
16.9,81.2,1345
16.9,81.3,1345
16.9,81.4,1210
16.9,81.5,399
16.9,81.6,399
16.9,81.7,565
16.9,81.9,1687
16.9,82.0,1687
16.9,82.2,1415
17.0,77.6,980
17.0,77.7,980
17.0,77.8,1640
17.0,77.9,1781
17.0,78.0,23
17.0,78.1,43
17.0,78.2,43
17.0,78.3,1753
17.0,78.4,740
17.0,78.5,740
17.0,78.6,1222
17.0,78.7,1222
17.0,78.8,164
17.0,78.9,1152
17.0,79.0,1152
17.0,79.3,826
17.0,79.5,1229
17.0,79.6,1229
17.0,79.7,158
17.0,79.8,158
17.0,79.9,1076
17.0,80.2,1107
17.0,80.3,1107
17.0,80.4,1107
17.0,80.5,1414
17.0,80.6,1414
17.0,80.7,1414
17.0,80.8,1204
17.0,80.9,1204
17.0,81.0,1112
17.0,81.1,170
17.0,81.2,170
17.0,81.3,1210
17.0,81.4,1210
17.0,81.5,399
17.0,81.6,399
17.0,81.7,565
17.0,81.8,565
17.0,81.9,1412
17.0,82.0,1687
17.0,82.1,1687
17.0,82.2,1610
17.0,82.3,1610
17.1,77.5,1867
17.1,77.6,980
17.1,77.7,965
17.1,77.8,965
17.1,77.9,239
17.1,78.0,239
17.1,78.1,43
17.1,78.2,43
17.1,78.3,740
17.1,78.4,740
17.1,78.5,740
17.1,78.6,91
17.1,78.7,164
17.1,78.8,974
17.1,78.9,974
17.1,79.0,490
17.1,79.1,445
17.1,79.5,926
17.1,79.6,1769
17.1,79.9,540
17.1,80.1,1488
17.1,80.2,1488
17.1,80.3,1107
17.1,80.4,1617
17.1,80.5,1617
17.1,80.6,1757
17.1,80.7,1757
17.1,80.8,1940
17.1,80.9,1112
17.1,81.0,1112
17.1,81.1,1871
17.1,81.4,722
17.1,81.5,722
17.1,81.6,399
17.1,81.8,565
17.1,81.9,1412
17.1,82.0,1723
17.1,82.1,11
17.1,82.2,1610
17.1,82.3,1610
17.1,82.4,791
17.2,77.5,1844
17.2,77.6,1844
17.2,77.7,223
17.2,77.8,223
17.2,77.9,239
17.2,78.0,239
17.2,78.1,1034
17.2,78.2,1034
17.2,78.3,1606
17.2,78.4,1606
17.2,78.5,91
17.2,78.6,91
17.2,78.7,692
17.2,78.8,974
17.2,78.9,974
17.2,79.0,490
17.2,79.4,926
17.2,79.5,926
17.2,79.6,1769
17.2,79.7,1769
17.2,79.8,540
17.2,79.9,540
17.2,80.1,1488
17.2,80.2,360
17.2,80.3,1599
17.2,80.4,1617
17.2,80.5,1617
17.2,80.6,747
17.2,80.7,1757
17.2,80.8,1940
17.2,80.9,1940
17.2,81.0,1871
17.2,81.1,1871
17.2,81.4,722
17.2,81.5,898
17.2,81.6,898
17.2,81.7,72
17.2,81.8,72
17.2,81.9,1421
17.2,82.0,1421
17.2,82.1,11
17.2,82.2,11
17.2,82.3,886
17.2,82.4,791
17.2,82.5,791
17.3,77.5,605
17.3,77.6,605
17.3,77.7,223
17.3,77.8,223
17.3,77.9,1616
17.3,78.0,1616
17.3,78.1,1034
17.3,78.2,1938
17.3,78.3,1606
17.3,78.4,1606
17.3,78.5,91
17.3,78.6,692
17.3,78.7,692
17.3,78.8,692
17.3,78.9,1420
17.3,79.0,490
17.3,79.3,1720
17.3,79.5,926
17.3,79.6,1947
17.3,79.7,1947
17.3,79.8,958
17.3,79.9,1313
17.3,80.0,1313
17.3,80.1,360
17.3,80.2,360
17.3,80.3,1599
17.3,80.4,1599
17.3,80.5,747
17.3,80.6,747
17.3,80.7,680
17.3,80.9,1549
17.3,81.0,52
17.3,81.1,52
17.3,81.3,1432
17.3,81.4,898
17.3,81.5,898
17.3,81.6,898
17.3,81.7,72
17.3,81.8,72
17.3,81.9,72
17.3,82.0,1421
17.3,82.1,48
17.3,82.2,48
17.3,82.3,886
17.3,82.4,273
17.3,82.5,273
17.3,82.6,1646
17.4,77.6,605
17.4,77.7,675
17.4,77.8,675
17.4,77.9,1292
17.4,78.0,1975
17.4,78.1,1975
17.4,78.2,1938
17.4,78.3,1383
17.4,78.4,1383
17.4,78.5,1619
17.4,78.6,1619
17.4,78.7,692
17.4,78.8,1420
17.4,78.9,1420
17.4,79.2,813
17.4,79.3,813
17.4,79.5,3
17.4,79.6,1947
17.4,79.8,958
17.4,79.9,1313
17.4,80.0,1313
17.4,80.1,360
17.4,80.2,360
17.4,80.3,1599
17.4,80.4,1332
17.4,80.5,1898
17.4,80.6,1898
17.4,80.7,700
17.4,80.8,700
17.4,80.9,1549
17.4,81.0,52
17.4,81.1,52
17.4,81.2,1167
17.4,81.3,1167
17.4,81.4,898
17.4,81.5,898
17.4,81.6,898
17.4,81.7,341
17.4,81.8,341
17.4,81.9,341
17.4,82.0,736
17.4,82.1,48
17.4,82.2,48
17.4,82.3,886
17.4,82.4,273
17.4,82.5,1646
17.4,82.6,1646
17.4,82.7,904
17.4,82.8,484
17.4,82.9,484
17.5,77.8,1292
17.5,77.9,1292
17.5,78.0,1879
17.5,78.1,495
17.5,78.2,162
17.5,78.3,443
17.5,78.4,443
17.5,78.5,1619
17.5,78.6,1619
17.5,78.7,1761
17.5,78.8,1761
17.5,78.9,746
17.5,79.0,746
17.5,79.1,1090
17.5,79.4,3
17.5,79.5,3
17.5,79.6,3
17.5,79.7,1540
17.5,79.8,1540
17.5,80.0,655
17.5,80.1,655
17.5,80.2,1390
17.5,80.3,1390
17.5,80.4,1562
17.5,80.5,1562
17.5,80.6,1898
17.5,80.7,700
17.5,80.8,1913
17.5,80.9,1913
17.5,81.0,52
17.5,81.1,52
17.5,81.3,1167
17.5,81.4,1167
17.5,81.5,1467
17.5,81.6,1467
17.5,81.7,1467
17.5,81.8,341
17.5,81.9,341
17.5,82.0,736
17.5,82.1,736
17.5,82.2,868
17.5,82.3,868
17.5,82.4,1773
17.5,82.5,1646
17.5,82.6,1646
17.5,82.7,904
17.5,82.8,904
17.5,82.9,1875
17.5,83.0,1875
17.6,77.5,283
17.6,77.6,283
17.6,77.7,283
17.6,77.8,550
17.6,77.9,550
17.6,78.0,1879
17.6,78.1,1937
17.6,78.2,1134
17.6,78.3,443
17.6,78.4,443
17.6,78.5,1619
17.6,78.6,588
17.6,78.7,1761
17.6,78.8,1761
17.6,78.9,746
17.6,79.0,746
17.6,79.1,55
17.6,79.2,269
17.6,79.3,269
17.6,79.4,1469
17.6,79.5,1469
17.6,79.6,1095
17.6,79.7,1095
17.6,79.8,1540
17.6,79.9,1746
17.6,80.0,1746
17.6,80.1,655
17.6,80.2,1390
17.6,80.3,1390
17.6,80.4,1562
17.6,80.5,1562
17.6,80.6,409
17.6,80.7,409
17.6,80.8,1748
17.6,80.9,1748
17.6,81.0,485
17.6,81.1,485
17.6,81.2,1167
17.6,81.3,1167
17.6,81.4,1822
17.6,81.5,1822
17.6,81.6,1467
17.6,81.7,1467
17.6,81.8,437
17.6,81.9,620
17.6,82.0,620
17.6,82.1,736
17.6,82.2,868
17.6,82.3,868
17.6,82.4,1773
17.6,82.5,1773
17.6,82.6,1850
17.6,82.7,904
17.6,82.8,426
17.6,82.9,594
17.6,83.0,594
17.6,83.1,701
17.6,83.2,701
17.7,77.6,283
17.7,77.8,550
17.7,77.9,550
17.7,78.0,888
17.7,78.1,888
17.7,78.2,1134
17.7,78.3,979
17.7,78.4,979
17.7,78.5,588
17.7,78.6,588
17.7,78.7,588
17.7,78.8,1761
17.7,78.9,746
17.7,79.0,1157
17.7,79.1,1157
17.7,79.2,269
17.7,79.3,269
17.7,79.4,1469
17.7,79.5,1469
17.7,79.6,1095
17.7,79.7,1095
17.7,79.8,1778
17.7,79.9,1405
17.7,80.0,1902
17.7,80.1,1102
17.7,80.2,1102
17.7,80.3,1343
17.7,80.4,1639
17.7,80.5,1639
17.7,80.6,409
17.7,80.7,409
17.7,80.8,875
17.7,80.9,469
17.7,81.0,485
17.7,81.1,485
17.7,81.2,485
17.7,81.3,1822
17.7,81.4,1822
17.7,81.5,1822
17.7,81.6,582
17.7,81.7,437
17.7,81.8,437
17.7,81.9,620
17.7,82.0,620
17.7,82.1,726
17.7,82.2,726
17.7,82.3,708
17.7,82.4,708
17.7,82.5,1850
17.7,82.6,1850
17.7,82.7,967
17.7,82.8,426
17.7,82.9,426
17.7,83.0,936
17.7,83.1,701
17.7,83.2,701
17.7,83.3,386
17.8,77.6,38
17.8,77.7,38
17.8,77.8,38
17.8,78.2,1536
17.8,78.3,979
17.8,78.4,979
17.8,78.5,1539
17.8,78.6,588
17.8,78.7,19
17.8,78.8,19
17.8,78.9,19
17.8,79.0,1157
17.8,79.1,1157
17.8,79.2,1440
17.8,79.3,1440
17.8,79.4,1831
17.8,79.7,236
17.8,79.8,1778
17.8,79.9,1405
17.8,80.0,1902
17.8,80.1,1102
17.8,80.2,667
17.8,80.3,1343
17.8,80.4,1343
17.8,80.5,1080
17.8,80.6,1080
17.8,80.7,875
17.8,80.8,875
17.8,80.9,469
17.8,81.0,469
17.8,81.2,1272
17.8,81.5,582
17.8,81.6,582
17.8,81.7,437
17.8,81.8,437
17.8,81.9,1901
17.8,82.0,1901
17.8,82.1,1570
17.8,82.2,726
17.8,82.3,196
17.8,82.4,196
17.8,82.5,1850
17.8,82.6,967
17.8,82.7,967
17.8,82.8,768
17.8,82.9,768
17.8,83.0,936
17.8,83.1,936
17.8,83.2,386
17.8,83.3,386
17.8,83.4,386
17.9,77.9,1
17.9,78.0,1
17.9,78.1,1536
17.9,78.2,1536
17.9,78.3,200
17.9,78.4,200
17.9,78.5,1539
17.9,78.6,1539
17.9,78.7,19
17.9,78.8,19
17.9,78.9,19
17.9,79.0,596
17.9,79.1,596
17.9,79.2,939
17.9,79.3,939
17.9,79.4,1831
17.9,79.5,1831
17.9,79.6,236
17.9,79.7,236
17.9,79.9,1766
17.9,80.0,1766
17.9,80.1,667
17.9,80.2,667
17.9,80.3,667
17.9,80.4,1992
17.9,80.6,534
17.9,80.7,876
17.9,80.8,876
17.9,80.9,1219
17.9,81.9,1901
17.9,82.0,1570
17.9,82.1,1570
17.9,82.2,1487
17.9,82.4,196
17.9,82.5,1434
17.9,82.6,1434
17.9,82.7,967
17.9,82.8,768
17.9,82.9,768
17.9,83.0,936
17.9,83.1,936
17.9,83.2,1319
17.9,83.3,1319
17.9,83.4,848
17.9,83.5,848
18.0,77.8,1621
18.0,77.9,498
18.0,78.0,498
18.0,78.1,530
18.0,78.2,530
18.0,78.3,200
18.0,78.4,200
18.0,78.5,793
18.0,78.6,793
18.0,78.7,640
18.0,78.8,640
18.0,78.9,1716
18.0,79.0,1846
18.0,79.1,1858
18.0,79.2,1858
18.0,79.3,786
18.0,79.4,923
18.0,79.5,923
18.0,79.6,106
18.0,79.7,106
18.0,79.8,106
18.0,79.9,1766
18.0,80.0,1766
18.0,80.1,321
18.0,80.2,281
18.0,80.3,281
18.0,80.4,281
18.0,80.6,534
18.0,80.7,1194
18.0,80.8,245
18.0,80.9,245
18.0,82.1,1487
18.0,82.2,1487
18.0,82.4,1561
18.0,82.5,1434
18.0,82.6,1434
18.0,82.7,66
18.0,82.8,66
18.0,82.9,66
18.0,83.0,1241
18.0,83.1,1241
18.0,83.2,1319
18.0,83.3,1319
18.0,83.4,848
18.0,83.5,953
18.0,83.6,953
18.1,78.0,498
18.1,78.1,910
18.1,78.2,530
18.1,78.3,984
18.1,78.4,984
18.1,78.5,1784
18.1,78.6,793
18.1,78.7,640
18.1,78.8,640
18.1,78.9,1716
18.1,79.0,1846
18.1,79.1,1858
18.1,79.2,1858
18.1,79.3,786
18.1,79.4,786
18.1,79.5,1251
18.1,79.7,106
18.1,79.8,106
18.1,79.9,1835
18.1,80.0,321
18.1,80.1,321
18.1,80.2,1674
18.1,80.3,281
18.1,80.4,1578
18.1,80.5,1578
18.1,80.6,738
18.1,80.7,738
18.1,80.8,245
18.1,80.9,245
18.1,82.4,1561
18.1,82.5,1371
18.1,82.6,1371
18.1,82.7,1371
18.1,82.8,66
18.1,82.9,1081
18.1,83.0,1241
18.1,83.1,1241
18.1,83.2,1241
18.1,83.3,1075
18.1,83.4,1075
18.1,83.5,953
18.1,83.6,370
18.1,83.7,370
18.2,78.0,687
18.2,78.1,910
18.2,78.2,910
18.2,78.3,984
18.2,78.4,984
18.2,78.5,1784
18.2,78.6,1784
18.2,78.7,562
18.2,78.8,562
18.2,78.9,1777
18.2,79.0,853
18.2,79.1,853
18.2,79.2,402
18.2,79.3,1174
18.2,79.4,1174
18.2,79.5,1270
18.2,79.6,1270
18.2,79.7,1726
18.2,79.8,1726
18.2,79.9,1835
18.2,80.0,1835
18.2,80.1,1674
18.2,80.2,1674
18.2,80.3,1582
18.2,80.4,1578
18.2,80.5,1578
18.2,80.6,319
18.2,82.4,1730
18.2,82.5,810
18.2,82.6,1371
18.2,82.7,468
18.2,82.8,468
18.2,82.9,1081
18.2,83.0,1316
18.2,83.1,1316
18.2,83.2,1690
18.2,83.3,1690
18.2,83.4,1075
18.2,83.5,1262
18.2,83.6,1262
18.2,83.7,370
18.2,83.8,370
18.2,83.9,1160
18.3,77.8,113
18.3,78.0,687
18.3,78.1,687
18.3,78.2,492
18.3,78.3,492
18.3,78.5,794
18.3,78.6,562
18.3,78.7,562
18.3,78.8,562
18.3,78.9,1825
18.3,79.0,1881
18.3,79.1,402
18.3,79.2,402
18.3,79.3,1174
18.3,79.5,1491
18.3,79.6,203
18.3,79.7,203
18.3,79.8,1726
18.3,79.9,870
18.3,80.0,870
18.3,80.1,1674
18.3,80.2,1674
18.3,80.3,1582
18.3,80.4,1582
18.3,80.5,319
18.3,80.6,319
18.3,80.7,822
18.3,82.4,1730
18.3,82.5,810
18.3,82.6,810
18.3,82.8,468
18.3,82.9,1081
18.3,83.0,1316
18.3,83.1,1316
18.3,83.2,1350
18.3,83.3,1690
18.3,83.4,1643
18.3,83.5,1643
18.3,83.6,1262
18.3,83.7,1262
18.3,83.8,1160
18.3,83.9,1160
18.3,84.0,730
18.3,84.1,730
18.4,77.8,1503
18.4,77.9,1450
18.4,78.0,1450
18.4,78.1,1450
18.4,78.2,492
18.4,78.3,492
18.4,78.4,794
18.4,78.6,794
18.4,78.7,562
18.4,78.8,1523
18.4,78.9,1523
18.4,79.0,1881
18.4,79.2,402
18.4,79.3,763
18.4,79.4,763
18.4,79.5,1491
18.4,79.6,203
18.4,79.7,412
18.4,79.8,1439
18.4,79.9,1439
18.4,80.0,1903
18.4,80.1,1903
18.4,80.2,1763
18.4,80.3,1114
18.4,80.4,1114
18.4,80.5,765
18.4,80.6,765
18.4,82.5,262
18.4,83.2,334
18.4,83.3,334
18.4,83.4,1643
18.4,83.5,1643
18.4,83.6,1262
18.4,83.7,522
18.4,83.8,522
18.4,83.9,1160
18.4,84.0,730
18.4,84.1,730
18.4,84.2,730
18.5,77.7,1702
18.5,77.8,1702
18.5,77.9,1702
18.5,78.0,1364
18.5,78.1,1364
18.5,78.2,860
18.5,78.3,860
18.5,78.4,794
18.5,78.6,794
18.5,78.7,1523
18.5,78.8,1523
18.5,78.9,1523
18.5,79.0,336
18.5,79.2,1120
18.5,79.3,1120
18.5,79.4,1120
18.5,79.5,287
18.5,79.6,287
18.5,79.7,412
18.5,79.8,1439
18.5,79.9,1439
18.5,80.0,1903
18.5,80.1,1903
18.5,80.2,1763
18.5,80.3,1114
18.5,80.4,1114
18.5,80.6,1711
18.5,82.5,262
18.5,83.2,161
18.5,83.3,334
18.5,83.4,1138
18.5,83.5,1138
18.5,83.6,21
18.5,83.7,522
18.5,83.8,522
18.5,83.9,606
18.5,84.0,606
18.5,84.1,730
18.5,84.2,1360
18.5,84.3,1360
18.6,77.9,1772
18.6,78.0,1891
18.6,78.1,1891
18.6,78.2,860
18.6,78.3,860
18.6,78.4,118
18.6,78.5,1038
18.6,78.6,1038
18.6,78.7,1193
18.6,78.8,189
18.6,78.9,189
18.6,79.0,1524
18.6,79.1,1524
18.6,79.2,1426
18.6,79.3,1120
18.6,79.5,167
18.6,79.6,287
18.6,79.7,68
18.6,79.8,68
18.6,79.9,187
18.6,80.0,805
18.6,80.1,805
18.6,80.2,1988
18.6,80.3,1988
18.6,80.5,1276
18.6,83.1,1128
18.6,83.2,161
18.6,83.3,161
18.6,83.4,1138
18.6,83.5,1138
18.6,83.6,21
18.6,83.7,21
18.6,83.8,606
18.6,83.9,606
18.6,84.0,606
18.6,84.1,1360
18.6,84.2,1360
18.6,84.3,1360
18.7,77.9,1772
18.7,78.0,1891
18.7,78.1,338
18.7,78.2,998
18.7,78.3,118
18.7,78.4,118
18.7,78.5,1038
18.7,78.6,1038
18.7,78.9,189
18.7,79.0,1524
18.7,79.1,1524
18.7,79.2,1426
18.7,79.3,1426
18.7,79.5,45
18.7,79.7,68
18.7,79.8,68
18.7,79.9,187
18.7,80.0,1397
18.7,80.1,1397
18.7,83.2,161
18.7,83.3,161
18.7,83.4,1138
18.7,83.5,704
18.7,83.6,704
18.7,83.7,713
18.7,83.8,713
18.7,83.9,690
18.7,84.0,690
18.7,84.1,690
18.7,84.2,1360
18.7,84.3,1360
18.7,84.5,110
18.8,77.9,892
18.8,78.0,892
18.8,78.1,338
18.8,78.3,998
18.8,78.4,118
18.8,78.5,1038
18.8,78.6,1038
18.8,78.9,1691
18.8,79.0,1524
18.8,79.1,1524
18.8,79.2,497
18.8,79.3,497
18.8,79.7,1068
18.8,79.8,670
18.8,79.9,670
18.8,83.4,149
18.8,83.5,704
18.8,83.6,704
18.8,83.7,713
18.8,83.8,713
18.8,83.9,690
18.8,84.4,110
18.8,84.5,110
18.9,77.9,892
18.9,78.0,892
18.9,78.1,466
18.9,78.3,998
18.9,78.4,1630
18.9,78.5,1630
18.9,78.6,1291
18.9,79.0,1656
18.9,79.1,1299
18.9,79.3,1995
18.9,79.4,1995
18.9,79.7,1068
18.9,79.8,670
18.9,79.9,670
18.9,83.4,149
18.9,83.5,1922
18.9,83.6,1922
18.9,83.7,318
18.9,83.8,318
18.9,84.6,110
19.0,77.9,512
19.0,78.0,512
19.0,78.1,355
19.0,78.2,355
19.0,78.3,355
19.0,78.4,1630
19.0,78.5,1630
19.0,78.6,1291
19.0,78.9,1656
19.0,79.0,1656
19.0,79.1,1299
19.0,79.2,1299
19.0,79.4,1995
19.0,79.7,1191
19.0,79.8,670
19.0,79.9,670
19.0,83.6,318
19.0,83.7,318
19.0,84.6,110
19.0,84.7,110
19.1,77.9,512
19.1,78.2,355
19.1,78.3,37
19.1,78.4,1630
19.1,78.5,1630
19.1,78.6,836
19.1,78.9,114
19.1,79.0,114
19.1,79.1,639
19.1,79.3,1659
19.1,79.4,1659
19.1,79.6,1191
19.1,79.7,1191
19.1,79.8,838
19.1,79.9,838
19.1,84.7,110
19.2,77.9,1154
19.2,78.0,1154
19.2,78.3,37
19.2,78.4,37
19.2,78.5,65
19.2,78.6,836
19.2,79.0,114
19.2,79.1,639
19.2,79.3,1659
19.2,79.4,1659
19.2,79.7,1191
19.2,79.8,838
19.2,79.9,838
19.3,78.3,37
19.3,78.4,1632
19.3,78.5,65
19.3,78.9,715
19.3,79.0,1239
19.3,79.1,44
19.3,79.2,44
19.3,79.4,1869
19.3,79.5,1869
19.3,79.6,841
19.3,79.7,841
19.3,79.8,838
19.3,79.9,838
19.3,80.0,838
19.4,78.3,1632
19.4,78.4,1632
19.4,78.9,715
19.4,79.0,1239
19.4,79.1,1239
19.4,79.2,661
19.4,79.4,1869
19.4,79.7,841
19.4,79.8,166
19.4,79.9,166
19.4,80.0,166
19.5,78.4,317
19.5,78.7,806
19.5,78.9,856
19.5,79.0,856
19.5,79.1,1239
19.5,79.3,975
19.5,79.5,975
19.5,79.6,841
19.5,79.7,841
19.5,79.8,166
19.5,79.9,166
19.6,78.4,317
19.6,78.6,1528
19.6,78.9,856
19.6,79.0,856
19.7,78.4,814
19.7,78.9,433
19.8,78.4,814
19.8,78.6,1528
12.7,78.4,913
12.8,78.3,913
12.8,78.4,913
13.0,78.5,101
13.0,78.6,101
13.2,79.0,1141
13.2,79.1,1141
13.3,79.0,1141
13.3,79.1,1141
13.4,79.5,823
13.4,79.6,823
13.4,79.8,707
13.5,78.5,563
13.5,78.8,1347
13.5,78.9,25
13.5,79.5,1698
13.5,79.6,823
13.6,78.4,957
13.6,78.5,563
13.6,78.8,1347
13.6,79.5,1698
13.6,79.6,1698
13.6,80.0,22
13.7,78.8,666
13.7,78.9,25
13.7,79.1,25
13.8,77.7,1958
13.8,78.9,1162
13.8,79.0,295
13.8,79.1,295
13.8,80.0,1545
13.9,77.5,328
13.9,77.6,328
13.9,78.1,789
13.9,78.4,1791
13.9,78.7,1946
13.9,78.8,1946
13.9,80.0,1545
14.0,78.1,1728
14.0,78.3,1074
14.0,78.4,1074
14.0,78.7,1909
14.0,78.8,1909
14.0,79.0,1085
14.0,79.5,864
14.0,79.9,242
14.0,80.0,1598
14.0,80.2,1499
14.1,77.6,1400
14.1,78.0,1728
14.1,78.3,1003
14.1,78.7,1909
14.1,78.8,1909
