cluster,month,anchor
397,5,0.03243384302065363
397,6,0.03302022074348092
397,7,0.0298287592684958
397,8,0.02951633591098957
397,9,0.032275684298375226
397,10,0.033632216160108974
397,11,0.03658007449160714
397,12,0.03782096624550701
398,1,0.03779996241682813
398,2,0.0382128122388976
398,3,0.04001121140235074
398,4,0.03912123331913153
398,5,0.04385779773022113
398,6,0.041833834040027856
398,7,0.03614545945403315
398,8,0.035057353052784096
398,9,0.035220261759842525
398,10,0.03396368315526742
398,11,0.03579966765215363
398,12,0.0353691314578398
399,1,0.04368508066493616
399,2,0.04250354535517218
399,3,0.04570733759841271
399,4,0.046269024608280314
399,5,0.04142316307495275
399,6,0.03969193917086844
399,7,0.028772735423357475
399,8,0.030627615513816205
399,9,0.03227631044607687
399,10,0.0385474665252445
399,11,0.04231567790957457
399,12,0.044155275811552944
400,1,0.0469793727212972
400,2,0.04238674364627092
400,3,0.04371452577481736
400,4,0.04480196753303946
400,5,0.0475940449599814
400,6,0.044403888941249546
400,7,0.034367913051219494
400,8,0.03601859494721252
400,9,0.039378709144055016
400,10,0.040348475788262804
400,11,0.04885848089095736
400,12,0.04744688574794627
401,1,0.03945579662715252
401,2,0.03863844189504408
401,3,0.042727806216790266
401,4,0.04341220540227071
401,5,0.041836478843589
401,6,0.04025583649917892
401,7,0.03147877941267794
401,8,0.03364099205630208
401,9,0.03637745009947127
401,10,0.035916044113850555
401,11,0.040980334866522014
401,12,0.040532260949042845
402,1,0.042493909446461316
402,2,0.04081760972867014
402,3,0.04543471317423175
402,4,0.046002121491939614
402,5,0.041247211839198446
402,6,0.03677213877617177
402,7,0.028783013049637592
402,8,0.030525568059789
402,9,0.03339699056806891
402,10,0.03768260391298763
402,11,0.04359016535422304
402,12,0.044644335378174305
403,1,0.035704512481284485
403,2,0.03576522094736369
403,3,0.03893024997744053
403,4,0.03410632090700675
403,5,0.03171716369683139
403,6,0.03204141712973608
403,7,0.02907216041722185
403,8,0.029378196877293674
403,9,0.03162011912102842
403,10,0.032972910817666456
403,11,0.03662112391966109
403,12,0.03746877811899719
404,1,0.04248884133828892
404,2,0.044796984216117906
404,3,0.051876935986886
404,4,0.050029069780117
404,5,0.04493376938863113
404,6,0.04305383332706679
404,7,0.03294630749963342
404,8,0.034769366480463346
404,9,0.03769646220046518
404,10,0.03663087285495804
404,11,0.03531178021197987
404,12,0.03932879638825208
405,1,0.03555725281580922
405,2,0.03706321001869685
405,3,0.04084626489575688
405,4,0.03829896467449485
405,5,0.034766548710123
405,6,0.028596683641905964
405,7,0.024810624233283365
405,8,0.025757930467177982
405,9,0.027054073920022778
405,10,0.032681882322731656
405,11,0.035297612165163
405,12,0.03648662420577229
406,1,0.038375507668368884
406,2,0.038158007630164886
406,3,0.04648309671313964
406,4,0.0474132329459284
406,5,0.039760569785305275
406,6,0.03769109381335997
406,7,0.02811512702564966
406,8,0.028852043887901226
406,9,0.03224783775092128
406,10,0.033766441721604167
406,11,0.03859559164050789
406,12,0.03903535298027035
407,1,0.040951561386504735
407,2,0.040115430879032424
407,3,0.04831967384057866
407,4,0.05264444621859349
407,5,0.04150961811486734
407,6,0.03758379260222703
407,7,0.02938179810023371
407,8,0.03013081256423531
407,9,0.032836200467714544
407,10,0.035901678764485766
407,11,0.04141528799720693
407,12,0.04241436009884322
408,1,0.03642375197227051
408,2,0.03631957190224852
408,3,0.038262209785286744
408,4,0.033572114630265076
408,5,0.03283805371121075
408,6,0.03252183393572635
408,7,0.030198316149637562
408,8,0.02989254696892255
408,9,0.03228486532163695
408,10,0.03317177582806087
408,11,0.037215765088135774
408,12,0.037562141915547395
409,1,0.04275459433590597
409,2,0.04177772624614504
409,3,0.04790463658415158
409,4,0.04804402844097149
409,5,0.04215142916331032
409,6,0.03795089670111239
409,7,0.030328136101818823
409,8,0.030733117067418846
409,9,0.033194656946378125
409,10,0.0375104832947362
409,11,0.042240312434834996
409,12,0.043421079183763124
410,1,0.0392590458106932
410,2,0.03716294996370206
410,3,0.041198824720400734
410,4,0.04151895063814154
410,5,0.04069008547642767
410,6,0.039166329381969546
410,7,0.03049551162145139
410,8,0.03189380418278074
410,9,0.035387654790252444
410,10,0.03490463996209224
410,11,0.03944040536278039
410,12,0.039778220522384354
411,1,0.04489566692596374
411,2,0.046735772266788135
411,3,0.045924179176597184
411,4,0.051940814806874444
411,5,0.04836192053539353
411,6,0.04631236419394104
411,7,0.0364120042780562
411,8,0.03719530661878748
411,9,0.03964593473135637
411,10,0.03989549458754204
411,11,0.04583266059411847
411,12,0.04507284924559683
412,1,0.0433225579472579
412,2,0.04171556703433163
412,3,0.046782874953100614
412,4,0.04744086112625525
412,5,0.042334429640374774
412,6,0.03700021236692419
412,7,0.03004627297895331
412,8,0.031158916346879163
412,9,0.03338451212150657
412,10,0.038156936354970354
412,11,0.04408367967806667
412,12,0.04498209628047161
413,1,0.04668414570158593
413,2,0.04279276554946026
413,3,0.047900629255622
413,4,0.04715070021612966
413,5,0.044342285616733056
413,6,0.04422013841737225
413,7,0.031239023447923887
413,8,0.03338240861024514
413,9,0.03680741795776276
413,10,0.038015190165087136
413,11,0.04515640045144343
413,12,0.0466754940493195
414,1,0.03917632499321152
414,2,0.04112522942278925
414,3,0.04434983238620264
414,4,0.04137883896476716
414,5,0.03470593411776298
414,6,0.027810915811359423
414,7,0.024811422646306997
414,8,0.026049185761453958
414,9,0.028468877751675847
414,10,0.03365235837470593
414,11,0.035591790506051095
414,12,0.03810431492220033
415,1,0.03780594095975462
415,2,0.037903071105274834
415,3,0.04219780872189436
415,4,0.038677480862055975
415,5,0.033581322825327546
415,6,0.03509282107460657
415,7,0.029337946153417078
415,8,0.029350082917116566
415,9,0.03384775576342197
415,10,0.034738475698181774
415,11,0.038911693473112456
415,12,0.0397454783826919
416,1,0.04629834292785591
416,2,0.04591811231366982
416,3,0.04479087559982805
416,4,0.048968892907919614
416,5,0.04758440732953261
416,6,0.04592117085736789
416,7,0.035657679784727885
416,8,0.036909813154672164
416,9,0.03902173327797786
416,10,0.03894185152500657
416,11,0.04737480764579903
416,12,0.046672889744265866
417,1,0.04760387760245829
417,2,0.044202539750321325
417,3,0.04485879560881231
417,4,0.044750970921547985
417,5,0.04778962411214033
417,6,0.04533037614459886
417,7,0.034830881914487556
417,8,0.035948538307255154
417,9,0.039013943024645024
417,10,0.04097804817058674
417,11,0.04930346021713691
417,12,0.04844265047232631
418,1,0.03595568202940351
418,2,0.036545274787731424
418,3,0.03909267318825883
418,4,0.03511353473406437
418,5,0.033370198421642246
418,6,0.0337489973698831
418,7,0.030322065808135956
418,8,0.029703445705301434
418,9,0.03327532079530541
418,10,0.03381258691507693
418,11,0.03712360377758224
418,12,0.03784974235986673
419,1,0.03792698557556085
419,2,0.03747121421983589
419,3,0.041422846852412695
419,4,0.03668531998628012
419,5,0.03351607570480777
419,6,0.03314890426772211
419,7,0.028897106946792758
419,8,0.029112039496220442
419,9,0.03303575849789198
419,10,0.034104400310739344
419,11,0.040670074151883305
419,12,0.04061492485240875
420,1,0.04095577888917851
420,2,0.041022287660669204
420,3,0.0407391397297743
420,4,0.03796509463341949
420,5,0.03821910815698867
420,6,0.03331620582405663
420,7,0.031139203165161142
420,8,0.03116467280110211
420,9,0.033388583558543586
420,10,0.037022794734147345
420,11,0.045092499301960076
420,12,0.04370972950945657
421,1,0.040730590406778434
421,2,0.039460375275255595
421,3,0.047410164415014826
421,4,0.047621100279504586
421,5,0.04098725916003025
421,6,0.03934778375591376
421,7,0.02912554624317962
421,8,0.030536395018243546
421,9,0.03394345280165149
421,10,0.035638656945939276
421,11,0.04139748861583724
421,12,0.04264645515373223
422,1,0.04140760514419551
422,2,0.039800479635996325
422,3,0.041354687128243375
422,4,0.03949962641503905
422,5,0.041409143856947266
422,6,0.037791943904580946
422,7,0.03558781222215482
422,8,0.03403619325075223
422,9,0.03641966842392281
422,10,0.03976440251980008
422,11,0.04057894928462152
422,12,0.03930942332095851
423,1,0.04129934120001763
423,2,0.039906462330167966
423,3,0.04937344237733269
423,4,0.047896876301353045
423,5,0.04126932574382915
423,6,0.03849471138653502
423,7,0.029478068073458076
423,8,0.030055868626317185
423,9,0.034004916290810976
423,10,0.03598992603384995
423,11,0.04147429635093377
423,12,0.04237447207110316
424,1,0.04145547252968426
424,2,0.04049610378382855
424,3,0.04944954466171667
424,4,0.04986094356094944
424,5,0.04082093624054363
424,6,0.03732243380199915
424,7,0.028142994580488346
424,8,0.029197774958819773
424,9,0.03197949043522438
424,10,0.03611305900983252
424,11,0.04179316594272992
424,12,0.042015920037672086
425,1,0.040620552805587185
425,2,0.039376172106335865
425,3,0.047411527075006586
425,4,0.047276213678691364
425,5,0.04102080304184016
425,6,0.038559384734850766
425,7,0.029342808666950722
425,8,0.030072845707005143
425,9,0.03380685496293358
425,10,0.03494872341752745
425,11,0.04086621421320775
425,12,0.042422944738469484
426,1,0.0440930813982865
426,2,0.04382744614160897
426,3,0.046502133406574823
426,4,0.04835533876998418
426,5,0.04056550193713102
426,6,0.039026901079933604
426,7,0.029974173570722528
426,8,0.030643150528068003
426,9,0.032926423500730086
426,10,0.03758641837538213
426,11,0.04188177346716072
426,12,0.043812462954275586
427,1,0.04734543788086583
427,2,0.045019168060743506
427,3,0.044325902693570986
427,4,0.045902638617733985
427,5,0.04687623346077653
427,6,0.04515426997689525
427,7,0.03563505076241234
427,8,0.03624337993091225
427,9,0.039957533437792785
427,10,0.040838590367402124
427,11,0.05026368151432305
427,12,0.048158128577394245
428,1,0.036432477245126854
428,2,0.035308307839521
428,3,0.039539398269962014
428,4,0.03503865675109791
428,5,0.03236061745594041
428,6,0.03205724176407669
428,7,0.028465785658509053
428,8,0.028667521484318285
428,9,0.03188811019659333
428,10,0.03294900574061921
428,11,0.03688129498877941
428,12,0.03749723629881587
429,1,0.038261561606369766
429,2,0.03847132732713171
429,3,0.04304000652575007
429,4,0.0426345804002606
429,5,0.0385667272991018
429,6,0.03279237360005291
429,7,0.027205686314649025
429,8,0.027648588616219102
429,9,0.03037543106085141
429,10,0.03463631137978744
429,11,0.038843926728539466
429,12,0.03929795399909598
430,1,0.03852543214537048
430,2,0.038393179766963846
430,3,0.041387522675815865
430,4,0.0374128392638527
430,5,0.0337797216488104
430,6,0.03495530414604354
430,7,0.030078286084947534
430,8,0.029861377732887596
430,9,0.033784821031538535
430,10,0.034988401607117255
430,11,0.039875116284506885
430,12,0.03997519756627
431,1,0.0379113671679798
431,2,0.03708876032711695
431,3,0.04112775584021622
431,4,0.03707365447964666
431,5,0.03348814815197653
431,6,0.03281056215159678
431,7,0.029058854527335136
431,8,0.028700891560879006
431,9,0.03282801133462527
431,10,0.0340123291156623
431,11,0.039371991846080825
431,12,0.04004149663194373
432,1,0.03780640699762258
432,2,0.037362284356999634
432,3,0.039187433591330686
432,4,0.0383204666009882
432,5,0.0392568776392482
432,6,0.03716541860605628
432,7,0.03600189917417264
432,8,0.033768381752320706
432,9,0.03578518934078736
432,10,0.038900975479048965
432,11,0.03893587886824866
432,12,0.036215048416139435
433,1,0.04421574462654049
433,2,0.04128646833619251
433,3,0.04596685541222505
433,4,0.046337023079825436
433,5,0.0409887738091095
433,6,0.03706528935295297
433,7,0.030037894751423926
433,8,0.03158632646313555
433,9,0.03451164823187664
433,10,0.03880116395527281
433,11,0.04567316645497413
433,12,0.044819443716473874
434,1,0.043308910964073105
434,2,0.04141114995966878
434,3,0.04474216104383854
434,4,0.04473200206726472
434,5,0.04088517559311954
434,6,0.03689727697589051
434,7,0.028760930447354525
434,8,0.029751457282749375
434,9,0.03169434662944021
434,10,0.03808613889709593
434,11,0.04126834611840179
434,12,0.04349808187768009
435,1,0.03960129325950636
435,2,0.04032767341081531
435,3,0.045121073189859896
435,4,0.04427898997546522
435,5,0.03997276997157436
435,6,0.03391275995973834
435,7,0.02742803932318465
435,8,0.028532759705164123
435,9,0.031221007860013212
435,10,0.03643555715750825
435,11,0.04028158151637237
435,12,0.04148238587802219
436,1,0.03945675044957776
436,2,0.04003192526262243
436,3,0.044527650434649645
436,4,0.04233781515028967
436,5,0.03886964149431369
436,6,0.03132987249630824
436,7,0.02615908652598872
436,8,0.027371139168760553
436,9,0.02964214733303485
436,10,0.035398264036636096
436,11,0.038300454611670184
436,12,0.03946004825520519
437,1,0.03704891179407856
437,2,0.03784945656977807
437,3,0.043100128059593984
437,4,0.05082438716024708
437,5,0.0383716447381302
437,6,0.03463837041934256
437,7,0.02716958238286558
437,8,0.028314812310374932
437,9,0.030313163172325425
437,10,0.03398658362154564
437,11,0.03646100803311966
437,12,0.0380472747304055
438,1,0.044338781797460404
438,2,0.045998315881038365
438,3,0.050801675998467265
438,4,0.050170480118150736
438,5,0.04670877304847784
438,6,0.04197479031663807
438,7,0.03339701029040396
438,8,0.03549673088443255
438,9,0.03774439335079607
438,10,0.0367759370726586
438,11,0.03631250146644366
438,12,0.0403684017395712
439,1,0.04246469221316148
439,2,0.040230875201969496
439,3,0.0480855758899002
439,4,0.04808021737288925
439,5,0.044158126521629065
439,6,0.041923293521664656
439,7,0.030498148851294423
439,8,0.03189265217545924
439,9,0.034835605192328166
439,10,0.03625490670320652
439,11,0.042518881948644165
439,12,0.04532102103495325
440,1,0.03515485087615754
440,2,0.0340685211073509
440,3,0.03847531020948351
440,4,0.033791506840050514
440,5,0.031234951022832146
440,6,0.0318878964530788
440,7,0.028719971309399208
440,8,0.029083028442485153
440,9,0.029855549791777427
440,10,0.03251273178339369
440,11,0.036768054540522725
440,12,0.03679695418717473
441,1,0.045398255122437045
441,2,0.047132745708898006
441,3,0.051709781581465955
441,4,0.05093238762954032
441,5,0.04663646974573696
441,6,0.044760451148205205
441,7,0.03440833997374868
441,8,0.03702319536172326
441,9,0.03900322076392959
441,10,0.037675013681669416
441,11,0.036341380217948485
441,12,0.04049614694672004
442,1,0.04576299773539013
442,2,0.04562957893053811
442,3,0.044279060987727895
442,4,0.046146956477633665
442,5,0.046262083031026
442,6,0.04607884932935898
442,7,0.03549406432293541
442,8,0.036124300674108656
442,9,0.039200123475977115
442,10,0.03942393687095184
442,11,0.048043397989679076
442,12,0.04563018219382672
443,1,0.0404767968532091
443,2,0.039837368531761
443,3,0.04441473599563359
443,4,0.044368701163281794
443,5,0.0397606376625459
443,6,0.03344704500395411
443,7,0.02742514500718705
443,8,0.028705587707223177
443,9,0.031058956358522467
443,10,0.0354624977084371
443,11,0.04040857054496705
443,12,0.04131776154652878
444,1,0.04130999844841068
444,2,0.04325183760671746
444,3,0.051418458139816346
444,4,0.04982700021376288
444,5,0.045481569421995396
444,6,0.04302779139001809
444,7,0.03313189793240053
444,8,0.03649473898542612
444,9,0.03829264593511758
444,10,0.03554392203901491
444,11,0.03502273221934656
444,12,0.038199364485188035
445,1,0.04117823976635404
445,2,0.04072446304569962
445,3,0.045475961757112035
445,4,0.045764024554737964
445,5,0.04082323962963724
445,6,0.035911502776144744
445,7,0.02869788538516205
445,8,0.029638023828503408
445,9,0.03201630591509015
445,10,0.03688680074073817
445,11,0.041871737356188106
445,12,0.0422225430356035
446,1,0.04038781059554253
446,2,0.03934111164401688
446,3,0.044515210677465264
446,4,0.040796498558265844
446,5,0.03340889969703941
446,6,0.03443904495134373
446,7,0.02798202725878917
446,8,0.027307018016037094
446,9,0.03245844249967866
446,10,0.03416641937321794
446,11,0.03933973455417274
446,12,0.04150263088528146
447,1,0.03763483380456707
447,2,0.03783095133079784
447,3,0.03981925040900866
447,4,0.03890248904134756
447,5,0.03881697330141222
447,6,0.0359192475033319
447,7,0.03513443163450706
447,8,0.0332069388213177
447,9,0.03479378222744769
447,10,0.03530683476218164
447,11,0.04220534044405688
447,12,0.03645691329426852
448,1,0.03491791868605933
448,2,0.03643032424992048
448,3,0.039986224193938845
448,4,0.03830598315528257
448,5,0.03500255046273436
448,6,0.02813050224062714
448,7,0.024900475177584088
448,8,0.025582369869373334
448,9,0.02727728943537964
448,10,0.032762221094655895
448,11,0.03485130753600112
448,12,0.03626495284038969
449,1,0.03846210277100926
449,2,0.037286908401641616
449,3,0.039714536479693516
449,4,0.03699699944811855
449,5,0.037138383397428885
449,6,0.03520591576498023
449,7,0.036101522935888614
449,8,0.03308687961913222
449,9,0.034273915310907586
449,10,0.03507144037219777
449,11,0.039750030851736985
449,12,0.03561665758725635
450,1,0.03869367134741652
450,2,0.037889341781318
450,3,0.0433232236983068
450,4,0.043776968566190386
450,5,0.04129422143126552
450,6,0.040382556957048954
450,7,0.03035621439347861
450,8,0.0321393873600935
450,9,0.03527244359354725
450,10,0.03518260080338145
450,11,0.03969794953006465
450,12,0.03871535367835325
451,1,0.03572789764242782
451,2,0.03512256088427279
451,3,0.03978840127035756
451,4,0.04104436218415407
451,5,0.03888978117228664
451,6,0.03768177950790762
451,7,0.029523660801709012
451,8,0.030770308788483493
451,9,0.03397334487494726
451,10,0.03361521064883404
451,11,0.03673330611375566
451,12,0.03629564181358453
452,1,0.04613549708581052
452,2,0.04791093210412197
452,3,0.049862039157333046
452,4,0.05074516189162067
452,5,0.046607184429632964
452,6,0.04540255438094901
452,7,0.03428302304649245
452,8,0.03660062222156617
452,9,0.03969951000552533
452,10,0.038006551195462444
452,11,0.037714257545761035
452,12,0.04176589005908128
453,1,0.03884351614701575
453,2,0.03682966967652756
453,3,0.041220216610028934
453,4,0.040492825388570505
453,5,0.040190257574278694
453,6,0.03839454189731558
453,7,0.03159770781767834
453,8,0.03259368545110692
453,9,0.035953261663099124
453,10,0.03546391753806163
453,11,0.040747813206300616
453,12,0.03876202489079755
454,1,0.03704635792640881
454,2,0.037618230719528925
454,3,0.04377784504569757
454,4,0.046967334174732644
454,5,0.0412455904058412
454,6,0.03655483778244116
454,7,0.02766897405702224
454,8,0.02830126045710775
454,9,0.031202583794989698
454,10,0.03318911926455343
454,11,0.037518028617363884
454,12,0.03850886530570534
455,1,0.03803761214194069
455,2,0.03625936950445887
455,3,0.04011650246538586
455,4,0.03998111611907779
455,5,0.03946143267882359
455,6,0.037881910308167094
455,7,0.03125625668783664
455,8,0.03209817985690923
455,9,0.035716379231467726
455,10,0.03555541861730641
455,11,0.03986106846364034
455,12,0.03829578543593547
456,1,0.03768264301290737
456,2,0.0381913575230986
456,3,0.04115489361457708
456,4,0.03768705912563416
456,5,0.03281520066403626
456,6,0.033026830084369914
456,7,0.02913042051533699
456,8,0.028255203868877865
456,9,0.03253142585315612
456,10,0.0349603729848832
456,11,0.03970371602548567
456,12,0.04019537405004515
457,1,0.03824733239551552
457,2,0.03862179731044803
457,3,0.04415223639456488
457,4,0.04306481850793084
457,5,0.038735371833683106
457,6,0.03351031487462064
457,7,0.026771296574228432
457,8,0.027397360449386263
457,9,0.030454817540541725
457,10,0.034854542523607174
457,11,0.0388043450775845
457,12,0.03966499057357147
458,1,0.03826009088211156
458,2,0.03791038582734901
458,3,0.03845813651405408
458,4,0.03640447261608343
458,5,0.03885706279577433
458,6,0.035830024049411185
458,7,0.033751378317539535
458,8,0.03369190615971218
458,9,0.03475935429974942
458,10,0.03794855291938744
458,11,0.03733671571036409
458,12,0.03599822093957387
459,1,0.04676021416393548
459,2,0.04274532850804227
459,3,0.04538103271176111
459,4,0.04321103519166221
459,5,0.047119201139173346
459,6,0.04426101523790298
459,7,0.03465425154353654
459,8,0.03697958326094012
459,9,0.03980132213545145
459,10,0.040707279181034665
459,11,0.05014067326924165
459,12,0.04762805497858565
460,1,0.03579613443355572
460,2,0.0379424110252258
460,3,0.04566536287392964
460,4,0.04262573315169079
460,5,0.04021172542039709
460,6,0.03695129832889576
460,7,0.029595566920947204
460,8,0.031292478670300196
460,9,0.03335389271570484
460,10,0.033319166870083496
460,11,0.032459027184440464
460,12,0.03502648966940064
461,1,0.03770912405614969
461,2,0.03881448399613046
461,3,0.04030403172573573
461,4,0.041161380830631714
461,5,0.04385844535392734
461,6,0.03725170906672304
461,7,0.036098567464456645
461,8,0.034363149256697964
461,9,0.03591822853685179
461,10,0.04021761403834514
461,11,0.040309173221732914
461,12,0.037742427296324134
462,1,0.04794809709373403
462,2,0.043344806441664996
462,3,0.04462500438243091
462,4,0.04431540579665554
462,5,0.04840771561008187
462,6,0.0450273526333533
462,7,0.03496984753563432
462,8,0.03703152258789006
462,9,0.03983536008117808
462,10,0.0412864709627879
462,11,0.05076489988854075
462,12,0.04900230937970837
463,1,0.03815756182273747
463,2,0.03866012609087497
463,3,0.04303090654978974
463,4,0.04058648135433798
463,5,0.03881115234947552
463,6,0.030163722968007917
463,7,0.025666480011948965
463,8,0.02672015503822952
463,9,0.02906012748570318
463,10,0.03534923622860705
463,11,0.037211104365509125
463,12,0.03865825226043915
464,1,0.039076724055353056
464,2,0.04082851727940116
464,3,0.04447168957184511
464,4,0.0431251125269847
464,5,0.03905927052834152
464,6,0.03243148227317948
464,7,0.025843010070869015
464,8,0.02736154975352113
464,9,0.029641309471272047
464,10,0.036147815281791194
464,11,0.0387454735215714
464,12,0.04051043760669152
465,1,0.03785090315220449
465,2,0.036585484444782795
465,3,0.040308076483208645
465,4,0.034759154827584175
465,5,0.03316474967720768
465,6,0.03348473561737438
465,7,0.028981725730208612
465,8,0.028950919472604978
465,9,0.032558122259401044
465,10,0.03412283019464373
465,11,0.03853683278352761
465,12,0.03914838068376699
466,1,0.04130810424443918
466,2,0.0396240169638156
466,3,0.04443581076395684
466,4,0.04603229772734896
466,5,0.04040384247653881
466,6,0.03524330268191766
466,7,0.028782927882089103
466,8,0.03035196293898915
466,9,0.03301732426334501
466,10,0.03653443849414394
466,11,0.04328744861909945
466,12,0.04174722666067598
468,1,0.034916967266714345
468,2,0.03565738353793049
468,3,0.04122701677050414
468,4,0.039940685624366604
468,5,0.03533853134201219
468,6,0.03388968171787868
468,7,0.026370799400601747
468,8,0.027572587014498526
468,9,0.02971351951860066
468,10,0.03206544622801716
468,11,0.03494269744562881
468,12,0.035310425931060666
469,1,0.04389779416927367
469,2,0.042327016727495136
469,3,0.04730396793562661
469,4,0.0503363286179867
469,5,0.04267033255883558
469,6,0.03930117078847988
469,7,0.030322492635812773
469,8,0.03187996979139116
469,9,0.03363075370717673
469,10,0.03839585076749602
469,11,0.043330885804445864
469,12,0.045008271419541585
470,1,0.040314270798697066
470,2,0.040403566575821954
470,3,0.04538483990165083
470,4,0.04355727964503864
470,5,0.03977122496109011
470,6,0.03266982575480315
470,7,0.02678926037108538
470,8,0.02882577053327825
470,9,0.03053977950481017
470,10,0.037554847379828
470,11,0.03919318518568218
470,12,0.04110778585766824
471,1,0.046510854199180954
471,2,0.044859031865491485
471,3,0.045092028799842476
471,4,0.046447225534984864
471,5,0.04759619231668938
471,6,0.04528548824218424
471,7,0.035202800953922524
471,8,0.036522525443504594
471,9,0.03907966090402194
471,10,0.03916257067131464
471,11,0.04703710285246122
471,12,0.04788809802295502
472,1,0.03806872136101559
472,2,0.03820560808791886
472,3,0.04066033964727097
472,4,0.039807816621467984
472,5,0.04191092852910981
472,6,0.03816927502960645
472,7,0.035787050838910345
472,8,0.034277770718938574
472,9,0.03583851089839258
472,10,0.03706003977066784
472,11,0.038882802666368586
472,12,0.03572146239798378
473,1,0.03922885938660725
473,2,0.03878616656077733
473,3,0.04335568693249048
473,4,0.04287902227028167
473,5,0.03981920590695383
473,6,0.03333253751184135
473,7,0.027169517339845933
473,8,0.02781330078701405
473,9,0.03061637269148942
473,10,0.03520836208454035
473,11,0.03939896663471426
473,12,0.039881581878960896
474,1,0.03611459248833215
474,2,0.0350126894628487
474,3,0.03933553622788421
474,4,0.035163117219767996
474,5,0.0325236072935985
474,6,0.03143650428320134
474,7,0.02807029978807906
474,8,0.028434575439840033
474,9,0.031564249675428084
474,10,0.033118423869127854
474,11,0.037262627375921765
474,12,0.03739076782791731
475,1,0.03770160055827589
475,2,0.036153961791502355
475,3,0.041643784567193386
475,4,0.04153100558434079
475,5,0.03917246748595224
475,6,0.03700638708904245
475,7,0.03052544716466349
475,8,0.03112696508186079
475,9,0.03423366756091736
475,10,0.03435945609400667
475,11,0.03813742887812537
475,12,0.03832341404677098
476,1,0.04609144223956291
476,2,0.04320100324335271
476,3,0.05005340150740584
476,4,0.050012064141719055
476,5,0.046714838843035934
476,6,0.04352986396113373
476,7,0.031744790260326776
476,8,0.03348391280039264
476,9,0.03643039246152102
476,10,0.03789920671964969
476,11,0.04444729088095146
476,12,0.04563638254461513
477,1,0.03599968709071884
477,2,0.03462184108473063
477,3,0.03877117516747503
477,4,0.03396732039962474
477,5,0.03131174691262511
477,6,0.0318467963991373
477,7,0.028576522356963025
477,8,0.02868274452210166
477,9,0.029853009797648003
477,10,0.032015638220143486
477,11,0.037197296492246436
477,12,0.03682696898972783
478,1,0.04658149959842563
478,2,0.0447105637891598
478,3,0.04505682888732034
478,4,0.04485523733032346
478,5,0.047630163393925805
478,6,0.04512769363887721
478,7,0.0346385161227782
478,8,0.03653377911099341
478,9,0.03991371710962781
478,10,0.04031919858001206
478,11,0.04791574662472645
478,12,0.0485018343525756
479,1,0.046970764129477906
479,2,0.045398707094970354
479,3,0.0450278714342805
479,4,0.04622394249452715
479,5,0.047757629017975846
479,6,0.04567022606358411
479,7,0.03556318763805002
479,8,0.03595830867117278
479,9,0.0396548349661175
479,10,0.04005060087506061
479,11,0.04875612601262036
479,12,0.04840359109494876
480,1,0.043069525257692566
480,2,0.04123927492939044
480,3,0.04583209195703868
480,4,0.045774977875880245
480,5,0.04350163604994273
480,6,0.0425386743219194
480,7,0.03144455257877555
480,8,0.03278913954180892
480,9,0.03650850090826808
480,10,0.03721609749022515
480,11,0.04378795662686422
480,12,0.044781560105520764
481,1,0.03805332332180041
481,2,0.03737519416659818
481,3,0.03951244315594162
481,4,0.038551075923149186
481,5,0.0375761668438327
481,6,0.03562749613179972
481,7,0.03545528844592327
481,8,0.032935894588622665
481,9,0.03514097196973052
481,10,0.03472447429941218
481,11,0.041008169996176624
481,12,0.03578132749022963
482,1,0.04312643260626394
482,2,0.04084498401970099
482,3,0.046129971044061205
482,4,0.04554103960720171
482,5,0.04400218352872185
482,6,0.04249246975588104
482,7,0.03179338207099064
482,8,0.03304199911692248
482,9,0.03662235892233329
482,10,0.037454226689945906
482,11,0.04309365848470713
482,12,0.04467308496890896
483,1,0.03969279952986846
483,2,0.040594632385719996
483,3,0.045711131305404794
483,4,0.043696521050027144
483,5,0.03909393600861637
483,6,0.0327917129541516
483,7,0.02716256584106285
483,8,0.028253283837287885
483,9,0.030126758313381206
483,10,0.03626212290076901
483,11,0.03943007624232249
483,12,0.04075204072641745
484,1,0.047247642028656785
484,2,0.0445019745970942
484,3,0.04812160615497614
484,4,0.04872306255516777
484,5,0.041235089675499506
484,6,0.04013633539952768
484,7,0.03018474209376245
484,8,0.03174397770308012
484,9,0.03303265675749713
484,10,0.04002891841363007
484,11,0.045217308346564324
484,12,0.04591303450996965
485,1,0.04344414806661403
485,2,0.042204405754818305
485,3,0.04762483542088633
485,4,0.050084381594341816
485,5,0.04208078040191242
485,6,0.039423790436848224
485,7,0.029385675445712977
485,8,0.031014306582687154
485,9,0.03313232159531879
485,10,0.037602258117475786
485,11,0.04222571294090841
485,12,0.04403931039750814
486,1,0.04548619581662128
486,2,0.0444179678675975
486,3,0.04388179453704345
486,4,0.044742615104335144
486,5,0.046560162118560254
486,6,0.045574359734505625
486,7,0.03532827505646436
486,8,0.036102339466875334
486,9,0.03939725545208145
486,10,0.040218081741626624
486,11,0.049594873150777354
486,12,0.047277839889507955
487,1,0.037740776044196116
487,2,0.03793094874921875
487,3,0.04108580635545724
487,4,0.036691318413383786
487,5,0.033829366498903134
487,6,0.03491448784806657
487,7,0.030063275961929647
487,8,0.029701811497257157
487,9,0.03361677896441267
487,10,0.03511235714326828
487,11,0.03864817606159212
487,12,0.0392768891913923
488,1,0.043374942796910856
